"","subtissue","plate.barcode","FACS.selection","cell_ontology_class","cell_ontology_id","free_annotation","cluster.ids","mouse.sex","mouse.id"
"B20.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_38_F"
"B21.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_56_F"
"B21.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_57_F"
"B21.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B21.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B21.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"B21.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B22.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_56_F"
"B22.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_57_F"
"B22.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_57_F"
"B22.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"B22.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"B2.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_57_F"
"B2.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B2.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"B2.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B3.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"B3.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"B3.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B3.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"B4.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"B4.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B4.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"B4.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"B4.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B5.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"B5.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"B5.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B5.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"B5.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","8","F","3_38_F"
"B6.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"B6.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B6.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B6.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"B6.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"B7.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"B7.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"B7.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"B7.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"B7.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"B7.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B8.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"B8.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B8.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B8.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"B9.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"B9.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"B9.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"C10.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"C10.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"C10.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"C10.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"C10.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"C10.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"C10.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"C10.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"C10.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"C11.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"C11.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"C11.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"C11.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"C11.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"C11.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"C11.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"C11.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"C12.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"C12.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"C12.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"C12.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"C12.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"C12.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"C12.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"C12.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"C13.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_56_F"
"C13.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"C13.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"C13.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"C13.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"C13.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"C14.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"C14.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"C14.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"C14.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_39_F"
"C14.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"C14.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"C15.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"C15.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"C15.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"C15.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"C15.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"C15.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"C15.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"C15.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"C16.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_56_F"
"C16.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"C16.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"C16.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"C16.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"C16.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"C16.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"C16.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"C17.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"C17.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"C17.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"C17.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"C17.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"C17.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"C17.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"C17.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"C17.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"C18.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"C18.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","3","F","3_56_F"
"C18.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"C18.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"C18.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"C18.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"C18.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"C18.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"C18.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"C18.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"C19.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","0","F","3_56_F"
"C19.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"C19.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"C19.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"C19.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"C19.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"C19.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"C1.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"C1.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"C1.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"C1.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"C1.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"C20.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"C20.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"C20.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"C20.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"C20.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"C20.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"C20.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"C21.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_56_F"
"C21.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_56_F"
"C21.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"C21.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"C21.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_38_F"
"C22.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_56_F"
"C22.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_56_F"
