"","plate.barcode","cell_ontology_class","cell_ontology_id","free_annotation"
"N22.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N22.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N3.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N4.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N4.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N4.D042180.3_10_M.1.1","D042180","endothelial cell","CL:0000115","endothelial cell"
"N5.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N6.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N6.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N7.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N8.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N9.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N9.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"O1.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"O1.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"O1.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"O10.B002762.3_39_F.1.1","B002762","macrophage","CL:0000235","macrophage"
"O10.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"O10.D042180.3_10_M.1.1","D042180","macrophage","CL:0000235","macrophage"
"O10.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"O11.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O11.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"O11.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"O11.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"O12.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"O12.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"O13.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O13.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"O14.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O14.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"O15.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O15.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"O15.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"O16.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O16.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"O17.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"O17.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"O17.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"O18.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"O18.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"O18.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"O19.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O19.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"O2.B002762.3_39_F.1.1","B002762","macrophage","CL:0000235","macrophage"
"O2.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"O2.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"O2.MAA001454.3_38_F.1.1","MAA001454","macrophage","CL:0000235","macrophage"
"O20.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O20.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"O21.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O21.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"O22.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O22.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"O22.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"O22.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"O3.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O3.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"O3.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"O4.B002762.3_39_F.1.1","B002762","macrophage","CL:0000235","macrophage"
"O4.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"O5.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O5.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"O6.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O6.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"O6.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"O7.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"O7.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"O7.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"O7.MAA001454.3_38_F.1.1","MAA001454","macrophage","CL:0000235","macrophage"
"O8.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"O8.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"O8.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"O9.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"O9.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"O9.MAA001454.3_38_F.1.1","MAA001454","macrophage","CL:0000235","macrophage"
"P1.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"P1.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"P10.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"P10.D042180.3_10_M.1.1","D042180","macrophage","CL:0000235","macrophage"
"P11.B002762.3_39_F.1.1","B002762","macrophage","CL:0000235","macrophage"
"P11.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"P11.D042180.3_10_M.1.1","D042180","macrophage","CL:0000235","macrophage"
"P11.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"P13.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"P13.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"P14.B002762.3_39_F.1.1","B002762","macrophage","CL:0000235","macrophage"
"P14.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"P14.D042180.3_10_M.1.1","D042180","macrophage","CL:0000235","macrophage"
"P15.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"P15.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"P15.MAA001454.3_38_F.1.1","MAA001454","macrophage","CL:0000235","macrophage"
"P16.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"P16.MAA001454.3_38_F.1.1","MAA001454","macrophage","CL:0000235","macrophage"
"P17.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"P17.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"P17.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"P18.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"P18.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"P18.MAA001454.3_38_F.1.1","MAA001454","macrophage","CL:0000235","macrophage"
"P19.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"P19.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"P2.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"P20.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"P20.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"P21.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"P21.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"P21.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"P22.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"P22.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"P3.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"P3.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"P3.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"P4.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"P4.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"P5.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"P5.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"P5.MAA001454.3_38_F.1.1","MAA001454","lymphocyte","CL:0000542","B cell"
"P6.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"P6.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"P6.MAA001454.3_38_F.1.1","MAA001454","macrophage","CL:0000235","macrophage"
"P7.D042105.3_11_M.1.1","D042105","macrophage","CL:0000235","macrophage"
"P7.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"P8.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
"P8.D042180.3_10_M.1.1","D042180","lymphocyte","CL:0000542","B cell"
"P9.B002762.3_39_F.1.1","B002762","lymphocyte","CL:0000542","B cell"
"P9.D042105.3_11_M.1.1","D042105","lymphocyte","CL:0000542","B cell"
