cell,tissue,subtissue,FACS.selection,plate.barcode,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,subsetA,subsetA_cluster.ids,subsetB,subsetB_cluster.ids,subsetC,subsetC_cluster.ids,subsetD,subsetD_cluster.ids,subsetE,subsetE_cluster.ids
A17.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
A17.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A17.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,naive B cell,CL:0000788,NA,1,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A17.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,immature B cell,CL:0000816,NA,6,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A17.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
A18.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,granulocyte,CL:0000094,NA,3,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A18.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,late pro-B cell,CL:0002048,Dntt+ late pro-B cell,8,M,3_9_M,FALSE,NA,FALSE,NA,TRUE,6,FALSE,NA,FALSE,NA
A18.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,immature T cell,CL:0002420,immature T cell,11,M,3_8_M,TRUE,1,TRUE,1,FALSE,NA,FALSE,NA,FALSE,NA
A18.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,naive B cell,CL:0000788,NA,1,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A18.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,3,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A18.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,monocyte,CL:0000576,NA,7,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1
A18.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
A18.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,3,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A18.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,naive B cell,CL:0000788,NA,1,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A18.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,common lymphoid progenitor,CL:0000051,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA
A18.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,naive B cell,CL:0000788,NA,1,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A18.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,F,3_38_F,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA,FALSE,NA
A18.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,monocyte,CL:0000576,NA,7,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4
A19.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,granulocyte,CL:0000094,NA,5,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A19.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,macrophage,CL:0000235,NA,10,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A19.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,immature B cell,CL:0000816,NA,6,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A19.D045139.3_39_F.1.1,Marrow,Granulocytes,Multiple,D045139,hematopoietic precursor cell,CL:0008001,NA,9,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A19.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,5,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A19.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A19.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
A19.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,common lymphoid progenitor,CL:0000051,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA
A19.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,3,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A19.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A19.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,immature natural killer cell,CL:0000823,NA,12,M,3_10_M,TRUE,5,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A19.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
A19.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,naive B cell,CL:0000788,NA,1,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A19.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,macrophage,CL:0000235,NA,10,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A2.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,hematopoietic precursor cell,CL:0008001,NA,9,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A2.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,immature B cell,CL:0000816,NA,6,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A2.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,5,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A2.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
A2.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,hematopoietic precursor cell,CL:0008001,NA,9,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A2.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A2.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,naive B cell,CL:0000788,NA,1,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A2.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
A2.MAA001842.3_38_F.1.1,Marrow,T-cells,Multiple,MAA001842,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A2.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A2.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A2.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A2.MAA001888.3_39_F.1.1,Marrow,T-cells,Multiple,MAA001888,naive B cell,CL:0000788,NA,1,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A20.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,granulocyte,CL:0000094,NA,3,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A20.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_9_M,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA,FALSE,NA
A20.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,immature B cell,CL:0000816,NA,6,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A20.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,macrophage,CL:0000235,NA,10,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A20.D045139.3_39_F.1.1,Marrow,Granulocytes,Multiple,D045139,granulocyte,CL:0000094,NA,5,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A20.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,3,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A20.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte monocyte progenitor cell,CL:0000557,NA,7,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3
A20.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
A20.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,3,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A20.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A20.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A20.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
A20.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A20.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A20.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,macrophage,CL:0000235,NA,10,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A20.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A21.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,monocyte,CL:0000576,NA,7,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1
A21.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_9_M,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA,FALSE,NA
A21.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,immature T cell,CL:0002420,immature T cell,11,M,3_8_M,TRUE,1,TRUE,1,FALSE,NA,FALSE,NA,FALSE,NA
A21.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A21.D045139.3_39_F.1.1,Marrow,Granulocytes,Multiple,D045139,monocyte,CL:0000576,NA,7,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1
A21.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,5,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A21.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A21.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
A21.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,common lymphoid progenitor,CL:0000051,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA
A21.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,3,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A21.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,naive B cell,CL:0000788,NA,1,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A21.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
A21.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A21.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,naive B cell,CL:0000788,NA,1,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A21.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A21.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
A22.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,granulocyte,CL:0000094,NA,3,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A22.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,immature B cell,CL:0000816,NA,6,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A22.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A22.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,late pro-B cell,CL:0002048,Dntt+ late pro-B cell,8,M,3_8_M,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA,FALSE,NA
A22.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,5,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A22.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A22.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,hematopoietic precursor cell,CL:0008001,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
A22.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
A22.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,5,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A22.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A22.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,immature B cell,CL:0000816,NA,6,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A22.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
A22.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,late pro-B cell,CL:0002048,Dntt+ late pro-B cell,8,F,3_38_F,FALSE,NA,FALSE,NA,TRUE,6,FALSE,NA,FALSE,NA
A22.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A22.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A22.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,hematopoietic precursor cell,CL:0008001,NA,9,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,naive B cell,CL:0000788,NA,1,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,naive B cell,CL:0000788,NA,1,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.D045139.3_39_F.1.1,Marrow,Granulocytes,Multiple,D045139,granulocyte,CL:0000094,NA,5,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,5,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,hematopoietic precursor cell,CL:0008001,NA,9,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
A3.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,hematopoietic precursor cell,CL:0008001,NA,9,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,naive B cell,CL:0000788,NA,1,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
A3.MAA001842.3_38_F.1.1,Marrow,T-cells,Multiple,MAA001842,immature natural killer cell,CL:0000823,NA,12,F,3_38_F,TRUE,5,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,immature B cell,CL:0000816,NA,6,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A3.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A4.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,hematopoietic precursor cell,CL:0008001,NA,9,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A4.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,immature B cell,CL:0000816,NA,6,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A4.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_8_M,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA,FALSE,NA
A4.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,5,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A4.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
A4.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,hematopoietic precursor cell,CL:0008001,NA,9,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A4.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,immature B cell,CL:0000816,NA,6,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A4.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,immature T cell,CL:0002420,immature T cell,11,M,3_10_M,TRUE,1,TRUE,2,FALSE,NA,FALSE,NA,FALSE,NA
A4.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,common lymphoid progenitor,CL:0000051,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA
A4.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A4.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,macrophage,CL:0000235,NA,10,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A5.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,granulocyte monocyte progenitor cell,CL:0000557,NA,7,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3
A5.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,naive B cell,CL:0000788,NA,1,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A5.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,mature natural killer cell,CL:0000824,mature natural killer cell,12,M,3_8_M,TRUE,2,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A5.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,immature B cell,CL:0000816,NA,6,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
A5.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,monocyte,CL:0000576,NA,7,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1
A5.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-positive multipotent progenitor cell,CL:0002036,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA
