"","plate.barcode","cell_ontology_class","cell_ontology_id"
"D5.MAA000400.3_8_M.1.1","MAA000400","endocardial cell","CL:0002350"
"D5.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"D5.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"D5.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"D5.MAA100096.3_39_F.1.1","MAA100096","cardiac muscle cell","CL:0000746"
"D6.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"D6.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"D6.B000636.3_56_F.1.1","B000636","smooth muscle cell","CL:0000192"
"D6.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"D6.B002011.3_38_F.1.1","B002011","leukocyte","CL:0000738"
"D6.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"D6.B002427.3_39_F.1.1","B002427","leukocyte","CL:0000738"
"D6.MAA000400.3_8_M.1.1","MAA000400","endothelial cell","CL:0000115"
"D6.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"D6.MAA000901.3_10_M.1.1","MAA000901","smooth muscle cell","CL:0000192"
"D6.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"D6.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"D6.MAA100037.3_10_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"D6.MAA100096.3_39_F.1.1","MAA100096","cardiac muscle cell","CL:0000746"
"D6.MAA100097.3_39_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"D7.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"D7.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"D7.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"D7.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"D7.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"D7.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"D7.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"D7.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"D7.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"D7.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"D7.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"D7.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"D7.MAA100037.3_11_M.1.1","MAA100037","endothelial cell","CL:0000115"
"D7.MAA100097.3_39_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"D8.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"D8.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"D8.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"D8.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"D8.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"D8.MAA000452.3_8_M.1.1","MAA000452","smooth muscle cell","CL:0000192"
"D8.MAA000587.3_8_M.1.1","MAA000587","endothelial cell","CL:0000115"
"D8.MAA000899.3_10_M.1.1","MAA000899","fibroblast","CL:0000057"
"D8.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"D8.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"D8.MAA000920.3_11_M.1.1","MAA000920","endothelial cell","CL:0000115"
"D8.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"D8.MAA100097.3_39_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"D9.B000412.3_56_F.1.1","B000412","smooth muscle cell","CL:0000192"
"D9.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"D9.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"D9.B002010.3_39_F.1.1","B002010","endothelial cell","CL:0000115"
"D9.B002011.3_38_F.1.1","B002011","endothelial cell","CL:0000115"
"D9.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"D9.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"D9.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"D9.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"D9.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"D9.MAA000452.3_8_M.1.1","MAA000452","smooth muscle cell","CL:0000192"
"D9.MAA000587.3_8_M.1.1","MAA000587","leukocyte","CL:0000738"
"D9.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"D9.MAA000920.3_11_M.1.1","MAA000920","endothelial cell","CL:0000115"
"D9.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"D9.MAA100037.3_11_M.1.1","MAA100037","endothelial cell","CL:0000115"
"E1.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E1.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"E1.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E1.B002428.3_38_F.1.1","B002428","endocardial cell","CL:0002350"
"E1.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"E1.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"E1.MAA000586.3_8_M.1.1","MAA000586","endothelial cell","CL:0000115"
"E1.MAA000589.3_9_M.1.1","MAA000589","fibroblast","CL:0000057"
"E1.MAA000920.3_11_M.1.1","MAA000920","smooth muscle cell","CL:0000192"
"E1.MAA100037.3_10_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"E1.MAA100096.3_38_F.1.1","MAA100096","cardiac muscle cell","CL:0000746"
"E1.MAA100097.3_38_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"E10.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"E10.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"E10.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E10.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"E10.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E10.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E10.B002429.3_38_F.1.1","B002429","leukocyte","CL:0000738"
"E10.MAA000398.3_9_M.1.1","MAA000398","endothelial cell","CL:0000115"
"E10.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"E10.MAA000589.3_9_M.1.1","MAA000589","fibroblast","CL:0000057"
"E10.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"E10.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"E11.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"E11.B000634.3_56_F.1.1","B000634","endocardial cell","CL:0002350"
"E11.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"E11.B002010.3_39_F.1.1","B002010","endothelial cell","CL:0000115"
"E11.B002423.3_39_F.1.1","B002423","smooth muscle cell","CL:0000192"
"E11.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"E11.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E11.MAA000398.3_9_M.1.1","MAA000398","endothelial cell","CL:0000115"
"E11.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"E11.MAA000918.3_10_M.1.1","MAA000918","leukocyte","CL:0000738"
"E11.MAA100037.3_11_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"E12.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"E12.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"E12.B000634.3_56_F.1.1","B000634","endothelial cell","CL:0000115"
"E12.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E12.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"E12.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"E12.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"E12.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E12.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E12.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"E12.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"E12.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"E12.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"E13.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"E13.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"E13.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E13.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"E13.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E13.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E13.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"E13.MAA000398.3_9_M.1.1","MAA000398","endothelial cell","CL:0000115"
"E13.MAA000452.3_8_M.1.1","MAA000452","leukocyte","CL:0000738"
"E13.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"E13.MAA000589.3_9_M.1.1","MAA000589","leukocyte","CL:0000738"
"E13.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"E13.MAA000919.3_10_M.1.1","MAA000919","cardiac muscle cell","CL:0000746"
"E13.MAA000920.3_11_M.1.1","MAA000920","endothelial cell","CL:0000115"
"E14.B000633.3_56_F.1.1","B000633","leukocyte","CL:0000738"
"E14.B000634.3_56_F.1.1","B000634","endocardial cell","CL:0002350"
"E14.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"E14.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"E14.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E14.B002428.3_38_F.1.1","B002428","leukocyte","CL:0000738"
"E14.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"E14.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"E14.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"E14.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"E14.MAA000898.3_11_M.1.1","MAA000898","endothelial cell","CL:0000115"
"E14.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"E15.B000412.3_56_F.1.1","B000412","leukocyte","CL:0000738"
"E15.B000633.3_56_F.1.1","B000633","endocardial cell","CL:0002350"
"E15.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E15.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"E15.B002427.3_39_F.1.1","B002427","leukocyte","CL:0000738"
"E15.B002428.3_38_F.1.1","B002428","endothelial cell","CL:0000115"
"E15.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"E15.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"E15.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"E16.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"E16.B002010.3_39_F.1.1","B002010","endocardial cell","CL:0002350"
"E16.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"E16.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"E16.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E16.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E16.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"E16.MAA000398.3_9_M.1.1","MAA000398","endothelial cell","CL:0000115"
"E16.MAA000399.3_9_M.1.1","MAA000399","smooth muscle cell","CL:0000192"
"E16.MAA000901.3_10_M.1.1","MAA000901","leukocyte","CL:0000738"
"E16.MAA000917.3_11_M.1.1","MAA000917","endothelial cell","CL:0000115"
"E17.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"E17.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"E17.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"E17.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E17.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"E17.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E17.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E17.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"E17.MAA000398.3_9_M.1.1","MAA000398","endothelial cell","CL:0000115"
"E17.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"E17.MAA000587.3_8_M.1.1","MAA000587","endothelial cell","CL:0000115"
"E17.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"E17.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"E18.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E18.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"E18.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E18.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E18.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"E18.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"E18.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"E18.MAA000918.3_10_M.1.1","MAA000918","leukocyte","CL:0000738"
"E18.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"E19.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"E19.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"E19.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E19.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"E19.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"E19.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E19.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"E19.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"E19.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"E19.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"E19.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"E19.MAA000587.3_8_M.1.1","MAA000587","endothelial cell","CL:0000115"
"E19.MAA000918.3_10_M.1.1","MAA000918","leukocyte","CL:0000738"
"E19.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"E2.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"E2.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"E2.B002010.3_39_F.1.1","B002010","endothelial cell","CL:0000115"
"E2.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E2.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"E2.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"E2.MAA000589.3_9_M.1.1","MAA000589","leukocyte","CL:0000738"
"E2.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"E2.MAA100096.3_38_F.1.1","MAA100096","cardiac muscle cell","CL:0000746"
"E20.B000633.3_56_F.1.1","B000633","cardiac muscle cell","CL:0000746"
"E20.B000634.3_56_F.1.1","B000634","smooth muscle cell","CL:0000192"
"E20.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E20.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"E20.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"E20.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E20.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E20.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"E20.MAA000587.3_8_M.1.1","MAA000587","leukocyte","CL:0000738"
"E20.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"E20.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"E21.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"E21.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"E21.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E21.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"E21.B002421.3_39_F.1.1","B002421","endocardial cell","CL:0002350"
"E21.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"E21.B002427.3_39_F.1.1","B002427","endocardial cell","CL:0002350"
"E21.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E21.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"E21.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"E21.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"E21.MAA000920.3_11_M.1.1","MAA000920","endothelial cell","CL:0000115"
"E21.MAA000936.3_9_M.1.1","MAA000936","endothelial cell","CL:0000115"
"E22.B000412.3_56_F.1.1","B000412","fibroblast","CL:0000057"
"E22.B000633.3_56_F.1.1","B000633","endocardial cell","CL:0002350"
"E22.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"E22.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E22.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"E22.B002423.3_39_F.1.1","B002423","smooth muscle cell","CL:0000192"
"E22.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E22.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E22.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"E22.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"E22.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"E22.MAA000587.3_8_M.1.1","MAA000587","smooth muscle cell","CL:0000192"
"E22.MAA000917.3_11_M.1.1","MAA000917","endothelial cell","CL:0000115"
"E22.MAA000919.3_10_M.1.1","MAA000919","endocardial cell","CL:0002350"
"E3.B000633.3_56_F.1.1","B000633","leukocyte","CL:0000738"
"E3.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"E3.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"E3.B002423.3_39_F.1.1","B002423","NA","NA"
"E3.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E3.MAA000400.3_8_M.1.1","MAA000400","endocardial cell","CL:0002350"
"E3.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"E3.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"E3.MAA000898.3_11_M.1.1","MAA000898","endothelial cell","CL:0000115"
"E3.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"E3.MAA100097.3_38_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"E4.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"E4.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"E4.B000636.3_56_F.1.1","B000636","leukocyte","CL:0000738"
"E4.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E4.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"E4.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"E4.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"E4.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E4.MAA000400.3_8_M.1.1","MAA000400","leukocyte","CL:0000738"
"E4.MAA000452.3_8_M.1.1","MAA000452","leukocyte","CL:0000738"
"E4.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"E4.MAA000589.3_9_M.1.1","MAA000589","smooth muscle cell","CL:0000192"
"E4.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"E4.MAA000920.3_11_M.1.1","MAA000920","endothelial cell","CL:0000115"
"E5.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"E5.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E5.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"E5.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"E5.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"E5.B002428.3_38_F.1.1","B002428","smooth muscle cell","CL:0000192"
"E5.MAA000400.3_8_M.1.1","MAA000400","smooth muscle cell","CL:0000192"
"E5.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"E5.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"E5.MAA000589.3_9_M.1.1","MAA000589","fibroblast","CL:0000057"
"E5.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"E5.MAA000918.3_10_M.1.1","MAA000918","leukocyte","CL:0000738"
"E5.MAA100037.3_10_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"E5.MAA100097.3_39_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"E6.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"E6.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E6.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"E6.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"E6.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E6.MAA000400.3_8_M.1.1","MAA000400","leukocyte","CL:0000738"
"E6.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"E6.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"E6.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"E6.MAA100037.3_10_M.1.1","MAA100037","endocardial cell","CL:0002350"
"E6.MAA100096.3_39_F.1.1","MAA100096","cardiac muscle cell","CL:0000746"
"E7.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"E7.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E7.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"E7.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"E7.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E7.B002428.3_38_F.1.1","B002428","cardiac muscle cell","CL:0000746"
"E7.MAA000398.3_9_M.1.1","MAA000398","endothelial cell","CL:0000115"
"E7.MAA000452.3_8_M.1.1","MAA000452","leukocyte","CL:0000738"
"E7.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"E7.MAA000899.3_10_M.1.1","MAA000899","fibroblast","CL:0000057"
"E7.MAA000918.3_10_M.1.1","MAA000918","endothelial cell","CL:0000115"
"E7.MAA100037.3_11_M.1.1","MAA100037","endothelial cell","CL:0000115"
"E7.MAA100096.3_39_F.1.1","MAA100096","cardiac muscle cell","CL:0000746"
"E7.MAA100097.3_39_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"E8.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"E8.B000633.3_56_F.1.1","B000633","endocardial cell","CL:0002350"
"E8.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"E8.B002421.3_39_F.1.1","B002421","smooth muscle cell","CL:0000192"
"E8.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"E8.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E8.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"E8.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"E8.MAA000918.3_10_M.1.1","MAA000918","endothelial cell","CL:0000115"
"E8.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"E9.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"E9.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"E9.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"E9.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"E9.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"E9.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"E9.MAA000398.3_9_M.1.1","MAA000398","leukocyte","CL:0000738"
"E9.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"E9.MAA000903.3_11_M.1.1","MAA000903","smooth muscle cell","CL:0000192"
"E9.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"E9.MAA100037.3_11_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"F1.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"F1.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"F1.B002010.3_39_F.1.1","B002010","endothelial cell","CL:0000115"
"F1.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"F1.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"F1.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"F1.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"F1.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"F1.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"F1.MAA000918.3_10_M.1.1","MAA000918","endothelial cell","CL:0000115"
"F1.MAA100096.3_38_F.1.1","MAA100096","cardiac muscle cell","CL:0000746"
"F1.MAA100097.3_38_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"F10.B000633.3_56_F.1.1","B000633","endocardial cell","CL:0002350"
"F10.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"F10.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"F10.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"F10.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"F10.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"F10.MAA000398.3_9_M.1.1","MAA000398","smooth muscle cell","CL:0000192"
"F10.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"F10.MAA000589.3_9_M.1.1","MAA000589","smooth muscle cell","CL:0000192"
"F10.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"F10.MAA000920.3_11_M.1.1","MAA000920","leukocyte","CL:0000738"
"F10.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"F11.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"F11.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"F11.B002010.3_39_F.1.1","B002010","smooth muscle cell","CL:0000192"
"F11.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"F11.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"F11.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"F11.MAA000587.3_8_M.1.1","MAA000587","endothelial cell","CL:0000115"
"F11.MAA000901.3_10_M.1.1","MAA000901","leukocyte","CL:0000738"
"F11.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"F11.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"F11.MAA100037.3_11_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"F12.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"F12.B002010.3_39_F.1.1","B002010","endothelial cell","CL:0000115"
