"","plate.barcode","cell_ontology_class","cell_ontology_id"
"N17.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"N17.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"N17.MAA000917.3_11_M.1.1","MAA000917","endothelial cell","CL:0000115"
"N17.MAA000919.3_10_M.1.1","MAA000919","cardiac muscle cell","CL:0000746"
"N17.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"N18.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"N18.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"N18.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"N18.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"N18.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"N18.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"N18.B002423.3_39_F.1.1","B002423","smooth muscle cell","CL:0000192"
"N18.B002427.3_39_F.1.1","B002427","endocardial cell","CL:0002350"
"N18.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"N18.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"N18.MAA000399.3_9_M.1.1","MAA000399","endothelial cell","CL:0000115"
"N18.MAA000400.3_8_M.1.1","MAA000400","leukocyte","CL:0000738"
"N18.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"N18.MAA000917.3_11_M.1.1","MAA000917","smooth muscle cell","CL:0000192"
"N18.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"N18.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"N19.B000634.3_56_F.1.1","B000634","endothelial cell","CL:0000115"
"N19.B002010.3_39_F.1.1","B002010","endocardial cell","CL:0002350"
"N19.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"N19.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"N19.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"N19.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"N19.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"N19.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"N2.B000412.3_56_F.1.1","B000412","fibroblast","CL:0000057"
"N2.B000633.3_56_F.1.1","B000633","smooth muscle cell","CL:0000192"
"N2.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"N2.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"N2.B002421.3_39_F.1.1","B002421","leukocyte","CL:0000738"
"N2.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"N2.B002427.3_39_F.1.1","B002427","leukocyte","CL:0000738"
"N2.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"N2.MAA000399.3_9_M.1.1","MAA000399","endothelial cell","CL:0000115"
"N2.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"N2.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"N2.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"N2.MAA000899.3_10_M.1.1","MAA000899","fibroblast","CL:0000057"
"N2.MAA000901.3_10_M.1.1","MAA000901","leukocyte","CL:0000738"
"N2.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"N20.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"N20.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"N20.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"N20.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"N20.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"N20.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"N20.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"N20.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"N20.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"N20.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"N20.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"N20.MAA000899.3_10_M.1.1","MAA000899","fibroblast","CL:0000057"
"N20.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"N20.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"N21.B000634.3_56_F.1.1","B000634","endocardial cell","CL:0002350"
"N21.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"N21.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"N21.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"N21.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"N21.B002428.3_38_F.1.1","B002428","endothelial cell","CL:0000115"
"N21.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"N21.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"N21.MAA000589.3_9_M.1.1","MAA000589","fibroblast","CL:0000057"
"N21.MAA000901.3_10_M.1.1","MAA000901","leukocyte","CL:0000738"
"N21.MAA000919.3_10_M.1.1","MAA000919","smooth muscle cell","CL:0000192"
"N22.B000633.3_56_F.1.1","B000633","smooth muscle cell","CL:0000192"
"N22.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"N22.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"N22.B002011.3_38_F.1.1","B002011","endothelial cell","CL:0000115"
"N22.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"N22.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"N22.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"N22.MAA000398.3_9_M.1.1","MAA000398","NA","NA"
"N22.MAA000399.3_9_M.1.1","MAA000399","smooth muscle cell","CL:0000192"
"N22.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"N22.MAA000919.3_10_M.1.1","MAA000919","endothelial cell","CL:0000115"
"N3.B000412.3_56_F.1.1","B000412","leukocyte","CL:0000738"
"N3.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"N3.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"N3.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"N3.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"N3.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"N3.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"N3.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"N3.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"N3.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"N3.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"N3.MAA000903.3_11_M.1.1","MAA000903","endocardial cell","CL:0002350"
"N3.MAA000919.3_10_M.1.1","MAA000919","cardiac muscle cell","CL:0000746"
"N3.MAA000920.3_11_M.1.1","MAA000920","smooth muscle cell","CL:0000192"
"N4.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"N4.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"N4.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"N4.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"N4.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"N4.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"N4.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"N4.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"N4.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"N4.MAA000589.3_9_M.1.1","MAA000589","endothelial cell","CL:0000115"
"N4.MAA000899.3_10_M.1.1","MAA000899","fibroblast","CL:0000057"
"N4.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"N5.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"N5.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"N5.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"N5.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"N5.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"N5.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"N5.MAA000399.3_9_M.1.1","MAA000399","endothelial cell","CL:0000115"
"N5.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"N5.MAA000589.3_9_M.1.1","MAA000589","fibroblast","CL:0000057"
"N5.MAA000903.3_11_M.1.1","MAA000903","NA","NA"
"N5.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"N6.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"N6.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"N6.B002010.3_39_F.1.1","B002010","endocardial cell","CL:0002350"
"N6.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"N6.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"N6.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"N6.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"N6.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"N6.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"N6.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"N6.MAA000587.3_8_M.1.1","MAA000587","smooth muscle cell","CL:0000192"
"N6.MAA000901.3_10_M.1.1","MAA000901","fibroblast","CL:0000057"
"N6.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"N6.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"N7.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"N7.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"N7.B000634.3_56_F.1.1","B000634","endothelial cell","CL:0000115"
"N7.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"N7.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"N7.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"N7.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"N7.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"N7.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"N7.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"N7.MAA000586.3_8_M.1.1","MAA000586","endothelial cell","CL:0000115"
"N7.MAA000901.3_10_M.1.1","MAA000901","fibroblast","CL:0000057"
"N7.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"N7.MAA000919.3_10_M.1.1","MAA000919","endocardial cell","CL:0002350"
"N8.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"N8.B000634.3_56_F.1.1","B000634","NA","NA"
"N8.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"N8.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"N8.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"N8.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"N8.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"N8.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"N8.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"N8.MAA000452.3_8_M.1.1","MAA000452","smooth muscle cell","CL:0000192"
"N8.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"N8.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"N8.MAA000919.3_10_M.1.1","MAA000919","NA","NA"
"N8.MAA000920.3_11_M.1.1","MAA000920","smooth muscle cell","CL:0000192"
"N9.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"N9.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"N9.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"N9.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"N9.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"N9.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"N9.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"N9.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"N9.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"N9.MAA000918.3_10_M.1.1","MAA000918","endocardial cell","CL:0002350"
"N9.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"N9.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"O1.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"O1.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"O1.B002011.3_38_F.1.1","B002011","endothelial cell","CL:0000115"
"O1.B002427.3_39_F.1.1","B002427","leukocyte","CL:0000738"
"O1.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O1.MAA000400.3_8_M.1.1","MAA000400","endothelial cell","CL:0000115"
"O1.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"O1.MAA000917.3_11_M.1.1","MAA000917","fibroblast","CL:0000057"
"O1.MAA000918.3_10_M.1.1","MAA000918","fibroblast","CL:0000057"
"O1.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"O10.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"O10.B000636.3_56_F.1.1","B000636","leukocyte","CL:0000738"
"O10.B002011.3_38_F.1.1","B002011","endothelial cell","CL:0000115"
"O10.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"O10.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"O10.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O10.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"O10.MAA000587.3_8_M.1.1","MAA000587","leukocyte","CL:0000738"
"O10.MAA000899.3_10_M.1.1","MAA000899","fibroblast","CL:0000057"
"O10.MAA000936.3_9_M.1.1","MAA000936","endothelial cell","CL:0000115"
"O11.B002010.3_39_F.1.1","B002010","endothelial cell","CL:0000115"
"O11.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"O11.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"O11.B002428.3_38_F.1.1","B002428","leukocyte","CL:0000738"
"O11.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"O11.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"O11.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"O11.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"O11.MAA000899.3_10_M.1.1","MAA000899","fibroblast","CL:0000057"
"O11.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"O11.MAA000919.3_10_M.1.1","MAA000919","endothelial cell","CL:0000115"
"O11.MAA000920.3_11_M.1.1","MAA000920","cardiac muscle cell","CL:0000746"
"O12.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"O12.B002010.3_39_F.1.1","B002010","endocardial cell","CL:0002350"
"O12.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"O12.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"O12.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"O12.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O12.B002429.3_38_F.1.1","B002429","fibroblast","CL:0000057"
"O12.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"O12.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"O12.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"O12.MAA000589.3_9_M.1.1","MAA000589","endothelial cell","CL:0000115"
"O12.MAA000898.3_11_M.1.1","MAA000898","fibroblast","CL:0000057"
"O12.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"O12.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"O13.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"O13.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"O13.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"O13.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"O13.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"O13.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"O13.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O13.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"O13.MAA000399.3_9_M.1.1","MAA000399","endothelial cell","CL:0000115"
"O13.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"O13.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"O13.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"O13.MAA000919.3_10_M.1.1","MAA000919","endothelial cell","CL:0000115"
"O13.MAA000920.3_11_M.1.1","MAA000920","endocardial cell","CL:0002350"
"O14.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"O14.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"O14.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"O14.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"O14.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"O14.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O14.B002429.3_38_F.1.1","B002429","smooth muscle cell","CL:0000192"
"O14.MAA000398.3_9_M.1.1","MAA000398","leukocyte","CL:0000738"
"O14.MAA000399.3_9_M.1.1","MAA000399","smooth muscle cell","CL:0000192"
"O14.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"O14.MAA000899.3_10_M.1.1","MAA000899","fibroblast","CL:0000057"
"O15.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"O15.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"O15.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"O15.B002421.3_39_F.1.1","B002421","fibroblast","CL:0000057"
"O15.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"O15.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"O15.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O15.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"O15.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"O15.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"O15.MAA000589.3_9_M.1.1","MAA000589","endothelial cell","CL:0000115"
"O15.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"O15.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"O15.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"O16.B000633.3_56_F.1.1","B000633","cardiac muscle cell","CL:0000746"
"O16.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"O16.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"O16.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"O16.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"O16.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"O16.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O16.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"O16.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"O16.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"O16.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"O16.MAA000920.3_11_M.1.1","MAA000920","endothelial cell","CL:0000115"
"O16.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"O17.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"O17.B000634.3_56_F.1.1","B000634","endothelial cell","CL:0000115"
"O17.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"O17.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"O17.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"O17.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O17.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"O17.MAA000399.3_9_M.1.1","MAA000399","endothelial cell","CL:0000115"
"O17.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"O17.MAA000452.3_8_M.1.1","MAA000452","smooth muscle cell","CL:0000192"
"O17.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"O17.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"O17.MAA000589.3_9_M.1.1","MAA000589","leukocyte","CL:0000738"
"O17.MAA000898.3_11_M.1.1","MAA000898","endothelial cell","CL:0000115"
"O17.MAA000899.3_10_M.1.1","MAA000899","fibroblast","CL:0000057"
"O17.MAA000901.3_10_M.1.1","MAA000901","leukocyte","CL:0000738"
"O17.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"O17.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"O18.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"O18.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"O18.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"O18.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"O18.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"O18.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"O18.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O18.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"O18.MAA000398.3_9_M.1.1","MAA000398","smooth muscle cell","CL:0000192"
"O18.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"O18.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"O18.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"O18.MAA000589.3_9_M.1.1","MAA000589","fibroblast","CL:0000057"
"O18.MAA000901.3_10_M.1.1","MAA000901","leukocyte","CL:0000738"
"O19.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"O19.B000636.3_56_F.1.1","B000636","cardiac muscle cell","CL:0000746"
"O19.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"O19.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"O19.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"O19.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"O19.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"O19.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O19.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"O19.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"O19.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"O19.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"O19.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"O19.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"O2.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"O2.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"O2.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"O2.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"O2.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O2.B002429.3_38_F.1.1","B002429","smooth muscle cell","CL:0000192"
"O2.MAA000400.3_8_M.1.1","MAA000400","leukocyte","CL:0000738"
"O2.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"O2.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"O2.MAA000587.3_8_M.1.1","MAA000587","endothelial cell","CL:0000115"
"O2.MAA000899.3_10_M.1.1","MAA000899","fibroblast","CL:0000057"
"O2.MAA000919.3_10_M.1.1","MAA000919","endothelial cell","CL:0000115"
"O2.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"O2.MAA000936.3_9_M.1.1","MAA000936","smooth muscle cell","CL:0000192"
"O20.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"O20.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"O20.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"O20.B002421.3_39_F.1.1","B002421","fibroblast","CL:0000057"
"O20.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"O20.B002428.3_38_F.1.1","B002428","smooth muscle cell","CL:0000192"
"O20.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"O20.MAA000399.3_9_M.1.1","MAA000399","endothelial cell","CL:0000115"
"O20.MAA000400.3_8_M.1.1","MAA000400","NA","NA"
"O20.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"O20.MAA000587.3_8_M.1.1","MAA000587","endothelial cell","CL:0000115"
"O20.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"O20.MAA000920.3_11_M.1.1","MAA000920","smooth muscle cell","CL:0000192"
"O21.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"O21.B002010.3_39_F.1.1","B002010","endocardial cell","CL:0002350"
"O21.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"O21.B002421.3_39_F.1.1","B002421","endocardial cell","CL:0002350"
"O21.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"O21.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"O21.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O21.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"O21.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"O21.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"O21.MAA000400.3_8_M.1.1","MAA000400","endothelial cell","CL:0000115"
"O21.MAA000586.3_8_M.1.1","MAA000586","smooth muscle cell","CL:0000192"
"O21.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"O21.MAA000899.3_10_M.1.1","MAA000899","endocardial cell","CL:0002350"
"O21.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"O22.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"O22.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"O22.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"O22.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"O22.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"O22.MAA000399.3_9_M.1.1","MAA000399","smooth muscle cell","CL:0000192"
"O22.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"O22.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
