"","subtissue","plate.barcode","FACS.selection","cell_ontology_class","cell_ontology_id","free_annotation","cluster.ids","mouse.sex","mouse.id"
"C11.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C11.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"C12.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C12.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"C12.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_9_M"
"C12.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C13.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C13.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"C13.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_9_M"
"C13.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C14.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C14.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"C14.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C15.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C15.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"C15.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C16.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C16.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"C16.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C16.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"C17.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C17.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C18.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C18.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"C18.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_9_M"
"C18.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C19.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C19.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","F","3_39_F"
"C19.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C1.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C1.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_11_M"
"C1.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C20.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C20.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"C20.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_9_M"
"C20.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C21.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C21.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"C21.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C22.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C22.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","F","3_39_F"
"C22.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_9_M"
"C22.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C2.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C2.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_11_M"
"C2.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C2.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_10_M"
"C3.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C3.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_11_M"
"C3.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_9_M"
"C3.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C4.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C4.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_11_M"
"C4.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C5.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C5.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_11_M"
"C5.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C6.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C6.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C7.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C7.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_9_M"
"C7.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C8.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C8.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"C8.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"C9.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"C9.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"C9.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D10.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D10.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","F","3_39_F"
"D10.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D11.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D11.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","F","3_39_F"
"D11.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_9_M"
"D11.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D12.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D12.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"D12.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D13.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D13.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"D13.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D14.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D14.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"D14.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D15.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D15.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D16.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D16.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_9_M"
"D16.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D17.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D17.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D18.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D18.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D19.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D19.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_9_M"
"D19.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D1.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D1.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_11_M"
"D1.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D20.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D20.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D21.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D21.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D22.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D22.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"D22.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"D2.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"D2.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_11_M"
"D2.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
