"","subtissue","plate.barcode","FACS.selection","cell_ontology_class","cell_ontology_id","free_annotation","cluster.ids","mouse.sex","mouse.id"
"H18.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"H18.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"H19.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"H19.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"H19.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"H1.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"H1.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_11_M"
"H1.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"H20.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"H20.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"H21.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"H21.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"H21.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"H22.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"H22.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_9_M"
"H22.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"H2.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"H2.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_11_M"
"H2.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"H3.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"H3.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_11_M"
"H4.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"H4.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_11_M"
"H4.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_9_M"
"H4.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"H5.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"H5.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_11_M"
"H5.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_9_M"
"H5.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"H6.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"H6.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"H7.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"H7.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"H8.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"H8.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","F","3_39_F"
"H8.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"H9.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"H9.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_39_F"
"H9.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","2","M","3_8_M"
"I10.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I10.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"I10.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I11.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I11.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"I11.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I12.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I12.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I13.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I13.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"I13.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I14.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I14.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I15.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I15.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"I15.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I16.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I16.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"I16.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I17.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"I17.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I18.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I18.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"I19.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I19.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"I19.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_9_M"
"I19.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I19.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"I1.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I1.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_11_M"
"I20.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"I20.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I20.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"I21.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I21.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"I21.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","M","3_8_M"
"I22.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I22.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"I22.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_9_M"
"I22.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I22.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"I2.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I2.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_11_M"
"I2.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I2.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"I3.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I3.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_11_M"
"I3.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I4.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I4.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_11_M"
"I4.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I5.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I5.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_11_M"
"I5.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_9_M"
"I5.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I5.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"I6.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I6.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"I7.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I7.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I8.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I8.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"I8.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"I9.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"I9.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"I9.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"J10.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"J10.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"J11.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"J11.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"J12.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"J12.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"J13.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"J13.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"J13.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_9_M"
"J13.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"J14.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"J14.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"J14.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"J15.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"J15.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"J15.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"J15.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"J16.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"J16.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"J16.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_9_M"
"J16.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"J17.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"J17.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"J17.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_9_M"
"J18.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"J18.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"J18.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"J19.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"J19.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"J19.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"J1.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"J1.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_11_M"
"J1.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"J1.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"J20.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"J20.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
