"","epidermal cell_Skin","endothelial cell_Fat","basal cell_Mammary_Gland","endothelial cell_Heart","bladder cell_Bladder","leukocyte_Heart","microglial cell_Brain_Myeloid","immature T cell_Thymus","B cell_Spleen","macrophage_Kidney","mesenchymal stem cell of adipose_Fat","fibroblast_Heart","endocardial cell_Heart","skeletal muscle satellite stem cell_Limb_Muscle","bladder urothelial cell_Bladder","skeletal muscle satellite cell_Limb_Muscle","basal cell of epidermis_Tongue","astrocyte_Brain_Non-Myeloid","keratinocyte_Tongue","granulocyte_Marrow","endothelial cell_Trachea","basophil_Marrow","keratinocyte stem cell_Skin","basal cell of epidermis_Skin","mesenchymal cell_Trachea","natural killer cell_Fat","stromal cell_Lung","lung endothelial cell_Lung","oligodendrocyte_Brain_Non-Myeloid","endothelial cell_Brain_Non-Myeloid","Slamf1-positive multipotent progenitor cell_Marrow","megakaryocyte-erythroid progenitor cell_Marrow","epithelial cell of large intestine_Large_Intestine","immature B cell_Marrow","Slamf1-negative multipotent progenitor cell_Marrow","large intestine goblet cell_Large_Intestine","pancreatic A cell_Pancreas","natural killer cell_Liver","stem cell of epidermis_Skin","neuron_Brain_Non-Myeloid","monocyte_Marrow","Brush cell of epithelium proper of large intestine_Large_Intestine","late pro-B cell_Marrow","naive B cell_Marrow","granulocyte monocyte progenitor cell_Marrow","immature T cell_Marrow","cardiac muscle cell_Heart","hepatocyte_Liver","myeloid cell_Fat","T cell_Spleen","endothelial cell_Kidney","leukocyte_Thymus","granulocytopoietic cell_Marrow","B cell_Fat","oligodendrocyte precursor cell_Brain_Non-Myeloid","common lymphoid progenitor_Marrow","macrophage_Brain_Myeloid","macrophage_Marrow","T cell_Fat","type B pancreatic cell_Pancreas","endothelial cell of hepatic sinusoid_Liver","myeloid cell_Lung","luminal epithelial cell of mammary gland_Mammary_Gland","macrophage_Spleen","B cell_Marrow","hematopoietic precursor cell_Marrow","kidney collecting duct epithelial cell_Kidney","pre-natural killer cell_Marrow","leukocyte_Pancreas","Bergmann glial cell_Brain_Non-Myeloid","precursor B cell_Marrow","macrophage_Limb_Muscle","Kupffer cell_Liver","pancreatic acinar cell_Pancreas","blood cell_Trachea","epithelial cell of proximal tubule_Kidney","enterocyte of epithelium of large intestine_Large_Intestine","pancreatic PP cell_Pancreas","brain pericyte_Brain_Non-Myeloid","mature natural killer cell_Marrow","epithelial cell_Trachea","pancreatic ductal cell_Pancreas","stromal cell_Mammary_Gland","endothelial cell_Pancreas","endothelial cell_Mammary_Gland","professional antigen presenting cell_Heart","monocyte_Lung","erythrocyte_Heart","immature natural killer cell_Marrow","pancreatic D cell_Pancreas","classical monocyte_Lung","B cell_Liver","B cell_Lung","leukocyte_Skin","enteroendocrine cell_Large_Intestine","DN1 thymic pro-T cell_Thymus","T cell_Lung","natural killer cell_Lung","epithelial cell of lung_Lung","pancreatic stellate cell_Pancreas","ciliated columnar cell of tracheobronchial tree_Lung","endothelial cell_Limb_Muscle","smooth muscle cell_Heart","regulatory T cell_Marrow","leukocyte_Kidney","leukocyte_Lung","mesenchymal stem cell_Limb_Muscle","immature NK T cell_Marrow","B cell_Limb_Muscle","lymphocyte_Limb_Muscle","T cell_Limb_Muscle"
"Olig1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0238365319993691,NA,NA,NA,NA,17.5360105067216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1502377657427,0.001,NA,NA,NA,NA,0.0361267237418939,0.0625189830771559,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0381531064227068,NA,NA,NA,NA,NA,NA,0.0316879446403742,0.0138709248460076,NA,0.0518704274986145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olig2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028160847930269,NA,NA,NA,NA,10.519252940919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2799912818763,9e-04,NA,NA,NA,NA,0.0144267491061581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00166856476856475,NA,NA,NA,NA,0.0110919558527135,NA,0.0424360311699989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onecut1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5.56430148218881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onecut2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00357580901856764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49704296344766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0197805365056909,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onecut3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osr2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013330697737563,2.64216441604309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176838479705047,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025528968015828,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0121395570574985,NA,NA,NA,NA,0.0351044459140632,0.0267426420590212,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0532969604685677,NA,NA,NA,NA,1.2306214684206,NA,0.0203978638982068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0595877702198194,NA,NA,NA,NA,NA,NA,NA,0.212756221698622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otx1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113200200424374,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00278363583981562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otx2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ovol1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.93447654071503,NA,NA,NA,NA,0.134242770935568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322502858061134,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00559769902228918,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0313347244893942,NA,NA,NA,NA,NA,0.0134921639274705,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0174569506515213,NA,NA,NA,NA,0.108972974427591,NA,0.0109175603636307,0.0322609810031505,NA,0.107808311873083,NA,NA,NA,NA,NA,NA,NA,NA,0.0507288021846378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ovol2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120069481981855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223552104973454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00751131553901461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00523731541397046,NA,NA,NA,NA,0.0441737924910773,NA,0.00260714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pa2g4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796160778725137,1.45764906479413,NA,NA,NA,0.165189442136824,NA,NA,NA,NA,NA,NA,3.34524879554519,NA,NA,NA,1.03540102307674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345422948576613,NA,NA,NA,NA,NA,NA,0.127413229609591,NA,NA,NA,NA,0.406670710815762,0.170994550197512,NA,0.383036225296097,NA,NA,NA,NA,NA,NA,NA,0.224522046030953,NA,NA,NA,NA,0.130719118902109,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04783272064582,NA,NA,NA,0.166602067219662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133445736952924
"Parp1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63329399831775,NA,NA,NA,0.231640601194585,NA,NA,NA,NA,NA,NA,NA,0.879700301267127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43139557065758,NA,0.350082981305333,NA,NA,0.0802443340333699,0.13435933400454,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193568639719999,NA,NA,NA,NA,0.197603920392115,NA,0.0502248126495678,0.0703370216743714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47402713920101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patz1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0330404539531481,NA,NA,NA,NA,NA,NA,0.162449744493295,NA,NA,NA,0.0795860367516039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0736235482554175,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.595987675638558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0458422873245614,NA,NA,NA,NA,0.0843915545370146,NA,NA,NA,NA,0.180043831737768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pax1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00132045577862181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pax2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00865793877441321,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pax3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00484049223459029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0110565071673884,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pax4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pax5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20552058287856,NA,NA,NA,NA,NA,NA,NA,NA,1.05377336253595,NA,NA,0.0742279278558609,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0279477233529388,NA,NA,NA,NA,0.0127395370705763,0.0376847790052122,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0368503303451138,NA,NA,NA,NA,NA,NA,0.00469138754075825,0.0172417127903348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594893417456066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pax6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9715937794179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5145813101186,0.00418862944333852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0160293184736208,37.5549949744019,0.0097964286961478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9937273610171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pax7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27351590948224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pax8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00333498011880808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0461917163148035,NA,0,NA,1.07823350201976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pax9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.0241418608064,NA,11.7792038727492,NA,NA,NA,NA,0.0290135226749759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00796668291548795,NA,NA,NA,NA,0.0278438339402286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0033689014202172,NA,NA,NA,NA,NA,NA,0.00646126533920088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pbx1",NA,NA,NA,NA,NA,0.448708484325978,NA,0.740083348499773,1.55265752850103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0764449337850606,2.24497377490244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404068164063423,NA,NA,NA,NA,0.179277308591399,NA,0.289072944163697,0.320758192711149,NA,10.9163072622168,NA,NA,0.630436671353786,NA,0.00738748313090419,NA,NA,NA,NA,0.30526832822298,0.114793217868504,NA,0.0828906879979126,NA,NA,NA,NA,NA,NA,NA,0.0866582431288559,NA,NA,NA,NA,0.0701168988803337,NA,0.0883472133110729,0.0901474593425045,NA,0.383079284697342,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559419567154607,NA,NA,NA,0.121997382524181,0.235804304431306,NA,0.381710492786305,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477844531529879,NA,0.0879862359083764
"Pbx2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00959241769203147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0135999045488849,NA,NA,NA,NA,NA,0.0688972802837897,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073984597218321,NA,NA,NA,NA,0.0397155190934005,NA,0.0344391508456064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pbx3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008840242932258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0491230724495734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0583568537247334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186003632934815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pbx4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207012102055965,NA,NA,NA,0.262066455748262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035278193233305,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0923256792412826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0125367043756373,0.010457278668982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pcbp1",NA,NA,NA,NA,NA,1.23268211693166,NA,NA,2.5600528722503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199052207890569,1.29486822199556,NA,NA,NA,NA,NA,1.4893265559266,NA,NA,NA,0.464759823991439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142958457813868,2.85358110758284,NA,0.534444100871336,NA,NA,NA,NA,NA,NA,0.0610704335840341,NA,NA,NA,NA,0.302201164869897,0.328769396867068,0.959848885732941,0.21870603313925,NA,NA,16.9996296339058,NA,NA,NA,NA,NA,NA,5.0427728876847,NA,NA,0.923061369853481,NA,0.123262709958434,0.161681023479839,3.82757862479153,0.176174293588888,NA,NA,NA,NA,NA,15.1416992997974,NA,NA,0.598230560716688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63578749766435,NA,0.438722643795234
"Pcbp3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018411228601269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0189293228967364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0447364934373044,NA,0.0522789857984512,0.00259415204678355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pcgf6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0302811616661258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0306093699465012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00438720821661998,NA,NA,NA,NA,0.0795013845750945,0.0147079715615025,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0298104736188535,NA,NA,NA,NA,0.0307249902062116,NA,0.0348463292298865,0.025233328092137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pdx1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00465662141779789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00456313502993694,NA,0.000949999999999999,NA,NA,0.910720977589072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pgr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000982758620689655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0160905540774778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53923699608296,NA,NA,NA,0.0754861458363045,NA,NA,NA,NA,NA,NA,0.266908570804007,NA,NA,NA,0.190654225907493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0972183337559328,2.56417896741868,NA,0.342869937436607,NA,NA,NA,NA,NA,NA,0.0388022216717748,NA,NA,NA,NA,0.125742286903599,0.181942545140395,NA,0.153631705847653,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43118125678963,NA,NA,0.108908510635896,NA,0.127164713433854,0.0544420855797354,NA,0.0855255619668592,NA,NA,NA,NA,NA,NA,NA,NA,0.123976917900915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170751619471233
