cell,tSNE_1,tSNE_2,cluster
B16.MAA001873.3_38_F.1.1,10.939283819502547,-10.723241051839839,12
B16.MAA001883.3_39_F.1.1,18.988976605983655,4.717288489836091,18
B16.MAA001884.3_38_F.1.1,26.800502440118187,-23.917466101026864,40
B16.MAA001887.3_39_F.1.1,30.331211656247003,-28.427820691386756,40
B16.MAA001888.3_39_F.1.1,-15.650748531279826,26.32743401128501,8
B16.MAA001889.3_38_F.1.1,2.3088422068168546,4.403990701881889,21
B16.MAA001892.3_38_F.1.1,7.51590794189291,-21.41070042917363,23
B17.B000126.3_39_F.1.1,20.76880083635813,-15.070927092136422,6
B17.B000127.3_38_F.1.1,-26.62783372278952,-22.196553390918318,24
B17.B000166.3_56_F.1.1,8.017995645330272,32.593200300354596,10
B17.B000167.3_56_F.1.1,7.650885339356054,32.059847771868284,10
B17.B000634.3_56_F.1.1,-2.418547441456,-12.967086467296335,4
B17.B000825.3_38_F.1.1,28.185357743416102,-9.361055351588222,0
B17.B000826.3_39_F.1.1,26.958661972585368,-1.6503050146835383,0
B17.B000827.3_38_F.1.1,8.74529103353008,-35.67962414111477,5
B17.B000971.3_39_F.1.1,-0.5939469785579129,-37.38276742571134,5
B17.B001750.3_38_F.1.1,12.497708279867085,18.625103883896138,2
B17.B002010.3_39_F.1.1,-1.9208618119966456,-15.159903606880114,4
B17.B002011.3_38_F.1.1,-11.552144394304042,-8.32532982882639,4
B17.B002421.3_39_F.1.1,-20.92964473196218,-8.53883323060093,31
B17.B002423.3_39_F.1.1,-31.560153497152257,-2.090314609151901,3
B17.B002427.3_39_F.1.1,-3.5879023289381817,-15.299714333479645,4
B17.B002428.3_38_F.1.1,-2.2032705216090878,-10.686360844919973,4
B17.B002429.3_38_F.1.1,-21.6481364932454,-0.11967746391465015,3
B17.B002433.3_38_F.1.1,-19.80195605222492,-15.699007252805302,1
B17.B002436.3_39_F.1.1,-21.0821490457839,-17.744208734062877,1
B17.B002438.3_38_F.1.1,-19.918069398595257,-15.696807299942426,1
B17.B002707.3_39_F.1.1,-31.612710933146797,3.100654106685269,3
B17.B002762.3_39_F.1.1,21.796791822939234,-29.17325762632459,13
B17.B002764.3_38_F.1.1,-27.252153551510506,13.54504909774722,27
B17.B002765.3_38_F.1.1,18.381845634967462,-33.406323875050866,13
B17.B002769.3_39_F.1.1,23.776841585499714,-29.583363694968416,13
B17.B002777.3_39_F.1.1,-19.04251209629678,31.276735221407765,7
B17.B002954.3_56_F.1.1,-19.56182053027587,-26.446383047271627,1
B17.B003275.3_38_F.1.1,-1.0804673960959772,28.81684063771539,25
B17.B003279.3_38_F.1.1,28.705637822637915,-14.568424869432645,11
B17.B003283.3_38_F.1.1,21.540609827456954,-15.134108091039353,6
B17.B003291.3_39_F.1.1,-11.214884640977258,-36.10476892496988,29
B17.B003292.3_39_F.1.1,36.95600264666722,2.0042818276086916,0
B17.D041894.3_9_M.1.1,-25.06396241139883,34.0343960036364,7
B17.D041904.3_10_M.1.1,-31.702879856176736,31.366312941044754,7
B17.D041911.3_8_M.1.1,-24.57706377001516,30.248055077082597,7
B17.D041912.3_8_M.1.1,21.600452385197645,34.78286218299034,15
B17.D041914.3_8_M.1.1,-24.942551021671267,15.849283196187255,27
B17.D042044.3_9_M.1.1,20.611135733402993,2.5811791455232695,18
B17.D042105.3_11_M.1.1,21.852872634857622,-27.09056633921453,13
B17.D042186.3_8_M.1.1,17.321176784629188,-36.104793818293246,13
B17.D042253.3_9_M.1.1,-25.112283954045857,11.77515766159331,27
B17.D042474.3_8_M.1.1,-35.238700322089244,-4.928218752916052,3
B17.D042479.3_8_M.1.1,10.583133533419247,19.08581774105315,2
B17.D043522.3_39_F.1.1,5.335036167397688,-22.094819205353485,23
B17.D043526.3_39_F.1.1,-15.757202265329253,-26.970670558558286,1
B17.D045064.3_38_F.1.1,-23.729381447315962,0.194620010957516,3
B17.D045140.3_38_F.1.1,21.380725409171703,31.087080421202195,15
B17.MAA000385.3_10_M.1.1,-39.71127682095385,-0.6262275090350866,3
B17.MAA000386.3_11_M.1.1,-39.910493447384134,-1.0191803631691827,3
B17.MAA000388.3_11_M.1.1,-39.561938008709134,-2.375911905220443,3
B17.MAA000409.3_10_M.1.1,24.116083320392327,33.33636181549091,15
B17.MAA000427.3_11_M.1.1,20.712061332464998,-14.78393296286255,6
B17.MAA000435.3_10_M.1.1,21.230247015383064,-6.903752653093574,6
B17.MAA000439.3_10_M.1.1,-12.20777308399513,-29.41593295069603,1
B17.MAA000487.3_10_M.1.1,-26.13893441197202,11.180416118734485,27
B17.MAA000496.3_10_M.1.1,-3.56480928400459,-26.881096831558956,39
B17.MAA000530.3_8_M.1.1,-24.972373063842223,-6.077887453488551,48
B17.MAA000556.3_9_M.1.1,-15.321603438334725,-24.624299762708002,1
B17.MAA000559.3_8_M.1.1,9.646959713589487,20.329332159199538,2
B17.MAA000560.3_10_M.1.1,-16.750343709000393,12.271404050434063,9
B17.MAA000561.3_10_M.1.1,-2.550912054517061,33.9627471625972,25
B17.MAA000577.3_8_M.1.1,24.704048576161235,14.807926504677157,30
B17.MAA000581.3_10_M.1.1,-19.09912690746613,-4.735191709830659,31
B17.MAA000589.3_9_M.1.1,-31.181454461950842,3.450410402271229,3
B17.MAA000591.3_8_M.1.1,35.69707959107438,2.8749090858014283,0
B17.MAA000594.3_8_M.1.1,-18.258016148332768,-23.97203072137309,1
B17.MAA000595.3_9_M.1.1,-14.073613255211976,-6.52814383344217,4
B17.MAA000596.3_9_M.1.1,-16.44964494734866,27.609012826904422,8
B17.MAA000600.3_8_M.1.1,-14.641846272366847,28.63332879792272,8
B17.MAA000603.3_10_M.1.1,32.290796163761605,-5.3506831874853065,0
B17.MAA000604.3_10_M.1.1,33.47621096395866,-5.092577560122402,0
B17.MAA000605.3_10_M.1.1,29.192297945518817,-9.520896101797025,11
B17.MAA000607.3_9_M.1.1,-13.38790875746739,-37.555395266088055,29
B17.MAA000611.3_8_M.1.1,6.701491533989514,-12.809836055568018,17
B17.MAA000614.3_10_M.1.1,20.944092196638824,-16.340521480845545,6
B17.MAA000617.3_10_M.1.1,33.924829222931166,-3.688273543249522,0
B17.MAA000639.3_9_M.1.1,21.557897460096928,37.95555715538948,15
B17.MAA000641.3_9_M.1.1,-33.84887671165312,12.880989654904042,32
B17.MAA000652.3_10_M.1.1,27.524500836577413,-25.0636939720524,40
B17.MAA000776.3_10_M.1.1,7.305422285108449,-37.471533988824774,5
B17.MAA000779.3_11_M.1.1,1.5361924527469286,12.435460770635153,2
B17.MAA000844.3_10_M.1.1,16.536551194193052,4.175412166775161,18
B17.MAA000848.3_10_M.1.1,-13.432252923196838,28.622161864903173,8
B17.MAA000871.3_11_M.1.1,6.83082772424539,-15.912899534293594,17
B17.MAA000877.3_11_M.1.1,-19.092353589579876,-6.303814858294405,31
B17.MAA000880.3_11_M.1.1,-8.472911559961334,-35.68852619693674,29
B17.MAA000884.3_10_M.1.1,26.42887335431249,15.001184152710712,30
B17.MAA000891.3_10_M.1.1,-6.5662099007301284,-23.176284627931427,36
B17.MAA000902.3_11_M.1.1,-16.4678685373229,11.53783932761816,9
B17.MAA000903.3_11_M.1.1,-28.859337873781723,2.034814656737361,3
B17.MAA000906.3_11_M.1.1,-41.59047213579482,1.7894120095431836,3
B17.MAA000907.3_11_M.1.1,37.191391150933555,-24.150585687784087,46
B17.MAA000908.3_10_M.1.1,-17.981560218412934,3.101667737127985,14
B17.MAA000909.3_10_M.1.1,12.650014942708601,-17.126099213499973,17
B17.MAA000913.3_9_M.1.1,-22.44321720075572,-0.26326583127957903,3
B17.MAA000926.3_9_M.1.1,-9.87662210376448,18.341863480214045,9
B17.MAA000934.3_9_M.1.1,-39.80205379148129,-1.102603722361646,3
B17.MAA000935.3_8_M.1.1,-12.209821753105603,15.085125782722509,9
B17.MAA000937.3_8_M.1.1,4.913124306387141,-14.6663311382776,17
B17.MAA000938.3_8_M.1.1,16.892117011439186,-16.653683547185185,6
B17.MAA000941.3_8_M.1.1,-16.37519504392762,16.22425404904389,9
B17.MAA000942.3_8_M.1.1,-13.192834634162967,15.539278394082315,9
B17.MAA000944.3_9_M.1.1,-12.386860773017032,13.657800638684598,9
B17.MAA001539.3_56_F.1.1,-27.550962142896648,19.383854418181336,16
B17.MAA001632.3_56_F.1.1,12.676247567646664,-15.88463164343621,17
B17.MAA001844.3_38_F.1.1,-3.5251382610519912,23.986146221015513,8
B17.MAA001847.3_39_F.1.1,-4.32759008285195,-23.183077903345136,36
B17.MAA001857.3_38_F.1.1,31.64162230270945,29.19091800825249,33
B17.MAA001862.3_39_F.1.1,26.79365172610081,21.980253985657164,30
B17.MAA001865.3_38_F.1.1,-14.060896925053425,-16.51327930201517,1
B17.MAA001867.3_39_F.1.1,-20.193544862991953,6.589881997135454,14
B17.MAA001869.3_38_F.1.1,7.142295985577148,-15.030380332958249,17
B17.MAA001871.3_39_F.1.1,5.7642620516123495,-10.134073259611926,17
B17.MAA001872.3_39_F.1.1,11.098924697046815,-19.09294456167708,17
B17.MAA001873.3_38_F.1.1,-28.031902076732138,19.16578014439736,16
B17.MAA001875.3_39_F.1.1,4.509453116964588,-13.714171217451447,17
B17.MAA001883.3_39_F.1.1,19.00924442720851,18.094099261824557,2
B17.MAA001884.3_38_F.1.1,18.442331664729867,-0.07900976294707102,18
B17.MAA001887.3_39_F.1.1,-10.642468824256682,29.034080776929894,8
B17.MAA001892.3_38_F.1.1,8.417101900959139,-22.560576938036462,23
B17.MAA001894.3_39_F.1.1,-21.17045217416195,4.310171985241945,14
B18.B000126.3_39_F.1.1,17.006333571996752,-12.276424116373382,6
B18.B000127.3_38_F.1.1,-12.12224796294072,-14.850681990666773,1
B18.B000166.3_56_F.1.1,6.891690037528313,39.587310981991344,10
B18.B000167.3_56_F.1.1,7.60386213246679,34.616253062902324,10
B18.B000168.3_57_F.1.1,7.14998922971286,35.23336320881051,10
B18.B000412.3_56_F.1.1,-25.29747661041322,0.8727383322320912,3
B18.B000633.3_56_F.1.1,-37.09603715841984,-0.6242769476136087,3
B18.B000825.3_38_F.1.1,29.48482311670643,-11.576236319807332,11
B18.B000826.3_39_F.1.1,30.43251431289836,-17.056988577766045,11
B18.B000827.3_38_F.1.1,-4.866088262218761,-37.6847941835206,5
B18.B000971.3_39_F.1.1,9.984564389993068,15.874360602710311,2
B18.B001176.3_56_F.1.1,27.44866792570024,-0.9637157679943973,0
B18.B001689.3_38_F.1.1,27.775597464961784,-11.842084781385823,11
B18.B001750.3_38_F.1.1,-1.8692506822664103,-38.46029676575969,5
B18.B002010.3_39_F.1.1,-4.143181861734917,-7.159952423298801,4
B18.B002011.3_38_F.1.1,-10.707417182577851,-6.989048233466856,4
B18.B002309.3_57_F.1.1,7.342358016520173,34.62949861126241,10
B18.B002421.3_39_F.1.1,-33.77955818608244,-0.5257991131838463,3
B18.B002423.3_39_F.1.1,-7.47303543734686,-9.933145586496334,4
B18.B002427.3_39_F.1.1,-0.5608167204276262,-5.38470999950263,4
B18.B002428.3_38_F.1.1,-2.6900204531013263,-11.51850849808854,4
B18.B002429.3_38_F.1.1,-29.28131503913877,4.161786731663224,3
B18.B002432.3_38_F.1.1,-13.01821329040402,-17.2380852043216,1
B18.B002433.3_38_F.1.1,-15.510716501352952,-21.77875774941101,1
B18.B002435.3_39_F.1.1,-26.953330255892382,-21.638035479308293,24
B18.B002436.3_39_F.1.1,-19.953991629458354,-16.31705106983612,1
B18.B002764.3_38_F.1.1,-28.414773106127907,13.166594519698963,27
B18.B002765.3_38_F.1.1,-39.481677360367,-4.421112116112863,3
B18.B002769.3_39_F.1.1,20.5291071865045,-32.305626992935615,13
B18.B002775.3_39_F.1.1,-2.891374894830193,20.479678101653278,44
B18.B002777.3_39_F.1.1,-23.27732759413322,30.376191051057095,7
B18.B002780.3_38_F.1.1,-20.06615328326162,36.2377030139252,7
B18.B002954.3_56_F.1.1,-27.11758099546373,-23.96153966921933,24
B18.B003275.3_38_F.1.1,-19.189323055303287,-2.1779053152653756,31
B18.B003279.3_38_F.1.1,32.06648190068553,-20.720416355367114,11
B18.B003283.3_38_F.1.1,15.274158277737547,-12.913892660830122,6
B18.B003291.3_39_F.1.1,-10.662072841084997,-35.3981692946502,29
B18.B003292.3_39_F.1.1,30.598590969485674,0.6466106151587043,0
B18.B003728.3_56_F.1.1,-26.912301401913144,7.082512215899097,32
B18.D041894.3_9_M.1.1,-19.259010574298717,31.301936132193156,7
B18.D041904.3_10_M.1.1,-13.140530174300004,38.768706170808095,7
B18.D041911.3_8_M.1.1,-34.29414469076547,30.30033250553049,7
B18.D041912.3_8_M.1.1,20.926077460707017,36.37354206376276,15
B18.D041914.3_8_M.1.1,-20.432630512402785,15.924231558057967,27
B18.D042044.3_9_M.1.1,27.839440600137557,-24.860605111139616,40
B18.D042105.3_11_M.1.1,20.09815168947354,-31.19511248258895,13
B18.D042186.3_8_M.1.1,15.519878532989923,-38.78857047151359,13
B18.D042193.3_8_M.1.1,17.37821473904224,6.572031473691798,18
B18.D042253.3_9_M.1.1,-28.327806670689704,13.330389230718279,27
B18.D042474.3_8_M.1.1,-13.376705503446606,3.429626078621664,14
B18.D042479.3_8_M.1.1,28.0427682501332,-26.57459242891983,40
B18.D043522.3_39_F.1.1,5.111723516572988,-22.959654855157257,23
B18.D043526.3_39_F.1.1,-23.018171994501973,-17.146724328885906,1
B18.D045139.3_39_F.1.1,22.242386708891527,29.27306042622906,15
B18.MAA000385.3_10_M.1.1,-29.57869794958511,-10.41128483711819,23
B18.MAA000398.3_9_M.1.1,-8.622235687119442,-2.9541932086965788,19
B18.MAA000409.3_10_M.1.1,22.609798556082733,38.21466612024094,15
B18.MAA000427.3_11_M.1.1,17.340753645531354,-13.965227380426649,6
B18.MAA000435.3_10_M.1.1,13.647207266243726,-12.347529297383302,6
B18.MAA000439.3_10_M.1.1,-20.425466715338455,-25.107114622379417,1
B18.MAA000487.3_10_M.1.1,-25.274041589884398,12.279196168927504,27
B18.MAA000496.3_10_M.1.1,-2.0839846496467267,-26.846342210212484,39
B18.MAA000508.3_9_M.1.1,3.5111670570923694,14.149608015474321,2
B18.MAA000510.3_8_M.1.1,-26.782369743885017,-20.239921094593587,24
B18.MAA000530.3_8_M.1.1,5.899898597620847,-21.549237624156053,23
B18.MAA000554.3_8_M.1.1,-36.407197352221786,1.054534971221988,3
B18.MAA000559.3_8_M.1.1,-1.482817047772046,-36.141673383101164,5
B18.MAA000560.3_10_M.1.1,13.769836919651233,26.12377283195427,42
B18.MAA000561.3_10_M.1.1,-19.39351908391346,-2.735068693198062,31
B18.MAA000564.3_10_M.1.1,-17.089330022896743,11.30807963356357,9
B18.MAA000577.3_8_M.1.1,29.145319446839565,20.475599722099552,30
B18.MAA000581.3_10_M.1.1,-18.62618447358239,-4.096353586864812,31
B18.MAA000583.3_9_M.1.1,-10.632739223673356,7.538229122249518,22
B18.MAA000592.3_9_M.1.1,39.02575725133938,4.376835351873236,0
B18.MAA000593.3_8_M.1.1,25.47217197590611,-1.6399336822968984,0
B18.MAA000594.3_8_M.1.1,-15.405505759628069,-11.324319755094036,1
B18.MAA000595.3_9_M.1.1,1.2889218025494187,6.5311110261944325,21
B18.MAA000596.3_9_M.1.1,-8.049132585585157,31.755498468525037,8
B18.MAA000597.3_9_M.1.1,22.837954099818138,-16.48731629060202,6
B18.MAA000600.3_8_M.1.1,-10.221240016033732,30.343549074617915,8
B18.MAA000603.3_10_M.1.1,30.735700104821632,1.0942571766401383,0
B18.MAA000604.3_10_M.1.1,27.043486270826207,-6.744621569356704,0
B18.MAA000605.3_10_M.1.1,31.84090364170728,-7.840673559459002,0
B18.MAA000607.3_9_M.1.1,-10.376045332121109,-38.866280810749615,29
B18.MAA000612.3_9_M.1.1,-11.408680592509182,8.063397535177076,22
B18.MAA000614.3_10_M.1.1,22.739943139899317,-18.23803644028515,6
B18.MAA000617.3_10_M.1.1,29.416202294837102,-3.810067366748958,0
B18.MAA000639.3_9_M.1.1,21.230761614615247,31.396251594663465,15
B18.MAA000652.3_10_M.1.1,26.9644859158748,-24.637338263283407,40
B18.MAA000776.3_10_M.1.1,11.739029744853363,13.208127988456475,2
B18.MAA000779.3_11_M.1.1,7.497186854289039,13.485827754577436,2
B18.MAA000844.3_10_M.1.1,17.54748496774808,7.9653335304249335,18
B18.MAA000848.3_10_M.1.1,-17.563760401577824,26.349754039078373,8
B18.MAA000870.3_10_M.1.1,-35.62868931522658,23.400696131536616,16
B18.MAA000871.3_11_M.1.1,-4.350842758265178,11.970646004260791,22
B18.MAA000880.3_11_M.1.1,-2.4143772241257833,-35.54007036459318,5
B18.MAA000884.3_10_M.1.1,28.697491778727382,20.68992684299404,30
B18.MAA000903.3_11_M.1.1,-21.48416910259465,-9.459800288077215,31
B18.MAA000906.3_11_M.1.1,-37.118623384196454,-4.161900245090861,3
B18.MAA000907.3_11_M.1.1,35.67007267746279,-25.585881709910108,46
B18.MAA000908.3_10_M.1.1,-34.202671580014275,-8.229303755082233,3
B18.MAA000909.3_10_M.1.1,8.396335118354191,-12.008258962103048,17
B18.MAA000910.3_10_M.1.1,-6.2820237818099285,42.02386978038373,45
B18.MAA000914.3_9_M.1.1,-29.79172651595033,-6.867504295006191,3
B18.MAA000920.3_11_M.1.1,-19.040834938486192,2.0608984184706456,14
B18.MAA000925.3_9_M.1.1,-7.3818052115231385,-45.30215713478207,38
B18.MAA000926.3_9_M.1.1,-10.753764490035213,18.87542573254237,9
B18.MAA000934.3_9_M.1.1,-36.67267732052725,-0.7692243929749565,3
B18.MAA000936.3_9_M.1.1,-37.42463251955947,-2.7966912022153316,3
B18.MAA000937.3_8_M.1.1,-28.422935450526683,17.93823827422692,16
B18.MAA000938.3_8_M.1.1,22.503281835830315,-18.334625632697364,6
B18.MAA000942.3_8_M.1.1,-13.245167323036634,15.563277762299668,9
B18.MAA000944.3_9_M.1.1,-0.9962645123677174,33.61625251700358,25
B18.MAA001632.3_56_F.1.1,7.778769911338576,-9.40574999335491,17
B18.MAA001842.3_38_F.1.1,5.853532018191675,17.31817409644054,2
B18.MAA001847.3_39_F.1.1,7.087511974856419,-34.57533472231724,5
B18.MAA001865.3_38_F.1.1,-15.842024852146729,2.5322973777960955,14
B18.MAA001867.3_39_F.1.1,-8.21547856094719,0.13554531328963976,19
B18.MAA001869.3_38_F.1.1,11.689662268861019,-8.067731802576992,12
B18.MAA001871.3_39_F.1.1,-4.079552669341118,8.726540575444353,22
B18.MAA001873.3_38_F.1.1,6.521349786867129,-3.0682772977549884,12
B18.MAA001883.3_39_F.1.1,16.576414334043104,2.3253858427365244,18
B18.MAA001884.3_38_F.1.1,22.640146629405365,7.785909051737258,47
B18.MAA001887.3_39_F.1.1,-10.377991384951558,31.176699261391455,8
B18.MAA001889.3_38_F.1.1,-18.651765719872042,-9.76069602248647,31
B18.MAA001892.3_38_F.1.1,5.60627977738888,-22.717290753670902,23
B19.B000126.3_39_F.1.1,15.430990257936648,-11.598780581542087,6
B19.B000127.3_38_F.1.1,-16.339773790887982,-12.589563960804034,1
B19.B000167.3_56_F.1.1,4.87381663666475,35.34447271160125,10
B19.B000412.3_56_F.1.1,-5.86326298421653,-0.06226875139205946,19
B19.B000634.3_56_F.1.1,-1.0054455046675903,-13.40750359455479,4
B19.B000825.3_38_F.1.1,31.25723100373356,-18.21510756987074,11
B19.B000826.3_39_F.1.1,28.293167180542532,-1.6110356460310866,0
B19.B000827.3_38_F.1.1,-4.363574420937123,-39.39493762774406,5
B19.B000971.3_39_F.1.1,5.139797920372346,15.484462592400247,2
B19.B001176.3_56_F.1.1,26.54877333866453,-11.035255739383448,11
B19.B001689.3_38_F.1.1,29.295598178764493,-16.643832163158354,11
B19.B001717.3_38_F.1.1,-2.5058403396292936,20.304290706236063,44
B19.B001750.3_38_F.1.1,15.35222051115413,-24.786373384553666,37
B19.B002010.3_39_F.1.1,0.6032452935766238,-11.384072652653776,4
B19.B002011.3_38_F.1.1,-10.140591781007345,-7.591089424882604,4
B19.B002309.3_57_F.1.1,8.010114632026177,35.94776482926689,10
B19.B002421.3_39_F.1.1,-23.530796484654154,-0.01882961530249044,3
B19.B002423.3_39_F.1.1,-4.909202491452389,-6.69157868418913,4
B19.B002427.3_39_F.1.1,-6.279837684825841,-11.541630594091364,4
B19.B002428.3_38_F.1.1,-7.655947486492982,-9.457436501806283,4
B19.B002433.3_38_F.1.1,-21.761979677991285,-21.232901290890773,1
B19.B002436.3_39_F.1.1,-26.301645859744195,-23.824291287884236,24
B19.B002437.3_39_F.1.1,-24.44608643920235,-15.83835346561808,24
B19.B002438.3_38_F.1.1,-14.643985929477049,-13.413962796023615,1
B19.B002762.3_39_F.1.1,18.124874149940034,-32.435323701041234,13
B19.B002765.3_38_F.1.1,18.243573875368813,-32.736398491691666,13
B19.B002769.3_39_F.1.1,17.760044993057573,-34.06580717103144,13
B19.B002777.3_39_F.1.1,-34.0793923719998,29.798169551553492,7
B19.B002954.3_56_F.1.1,-26.717335400549224,-25.844712305149947,24
B19.B003275.3_38_F.1.1,-2.8153817437629085,37.283636518992864,25
B19.B003279.3_38_F.1.1,32.25908232077939,-17.56176756531877,11
B19.B003283.3_38_F.1.1,19.191948496416536,-8.687889325533211,6
B19.B003291.3_39_F.1.1,-5.277877245116398,-39.45529907380277,5
B19.B003292.3_39_F.1.1,25.468958189995227,0.9233775500378849,0
B19.B003728.3_56_F.1.1,-30.749478315460596,9.527069001437171,32
B19.D041894.3_9_M.1.1,-21.093097261475577,36.27329443020385,7
B19.D041904.3_10_M.1.1,-23.409841547164223,34.28469375233967,7
B19.D041911.3_8_M.1.1,-19.92208669245917,36.03508878405861,7
B19.D041912.3_8_M.1.1,19.418823223411458,37.78218657973085,15
B19.D041914.3_8_M.1.1,-27.06977178294339,14.53031290483193,27
B19.D042044.3_9_M.1.1,12.747230788748046,18.98231088057151,2
B19.D042105.3_11_M.1.1,21.66146452579521,-27.109689356118697,13
B19.D042186.3_8_M.1.1,17.115223840212963,-37.06558667712427,13
B19.D042193.3_8_M.1.1,13.064548888901914,-25.685222045499255,37
B19.D042253.3_9_M.1.1,-20.866490272715215,15.956087002981532,27
B19.D042474.3_8_M.1.1,-14.114598074613193,3.1787903207527135,14
B19.D042479.3_8_M.1.1,15.334947139319924,10.152608916041503,18
B19.D043520.3_39_F.1.1,-30.63127402150893,2.1102284601303665,3
B19.D043522.3_39_F.1.1,6.951692694963909,-23.285223879653355,23
B19.D043526.3_39_F.1.1,-23.869130229238557,-21.64061171352431,24
B19.D045064.3_38_F.1.1,-26.26046231361812,1.2857101807595268,3
B19.D045140.3_38_F.1.1,18.112886998557325,35.7899007420566,15
B19.MAA000385.3_10_M.1.1,-39.22717205585317,-0.7635876403840306,3
B19.MAA000409.3_10_M.1.1,21.247572692315817,30.08326873518335,15
B19.MAA000424.3_11_M.1.1,1.133973521074963,30.218359367548967,25
B19.MAA000427.3_11_M.1.1,14.846264551898651,-13.68961935692518,6
B19.MAA000452.3_8_M.1.1,-2.298375231529678,-18.08795978917513,4
B19.MAA000487.3_10_M.1.1,-24.091505918509245,10.905968867222938,27
B19.MAA000508.3_9_M.1.1,16.482329959115777,19.437275437060084,2
B19.MAA000510.3_8_M.1.1,-28.856831014749606,-22.43866624523657,24
B19.MAA000530.3_8_M.1.1,7.903675613881633,6.2959353450233735,28
B19.MAA000550.3_10_M.1.1,-15.11688963200524,14.910105665863584,9
B19.MAA000556.3_9_M.1.1,-7.615360487431465,-24.313742915132227,1
B19.MAA000559.3_8_M.1.1,8.889312125679629,15.101052013230435,2
B19.MAA000560.3_10_M.1.1,-33.938643082088916,10.5026742768991,32
B19.MAA000561.3_10_M.1.1,-19.210580037331933,-5.473618636375974,31
B19.MAA000564.3_10_M.1.1,-8.548956132209367,21.480941358883783,9
B19.MAA000570.3_8_M.1.1,32.78591922985724,-18.963129963303743,11
B19.MAA000574.3_8_M.1.1,25.40741526532702,18.371242868718973,33
B19.MAA000577.3_8_M.1.1,34.17684966547655,27.746562223811328,33
B19.MAA000581.3_10_M.1.1,-19.294736225465204,-5.344462636950539,31
B19.MAA000583.3_9_M.1.1,9.401552695148924,-1.260286214576328,12
B19.MAA000586.3_8_M.1.1,-29.1687349252937,-12.10822788617281,23
B19.MAA000587.3_8_M.1.1,11.70249395151123,18.682550791626017,2
B19.MAA000592.3_9_M.1.1,32.945028039657394,2.88430113862514,0
B19.MAA000594.3_8_M.1.1,-14.511629833758358,-10.210051735794144,36
B19.MAA000596.3_9_M.1.1,-12.67540945859401,30.578110724528145,8
B19.MAA000600.3_8_M.1.1,-14.91376058411789,28.035485763921667,8
B19.MAA000603.3_10_M.1.1,27.192713820107084,-8.9058232348808,11
B19.MAA000604.3_10_M.1.1,28.005873176085263,-0.20662271258747167,0
B19.MAA000605.3_10_M.1.1,-7.3640111376299915,-0.38106940925717786,19
B19.MAA000607.3_9_M.1.1,-15.962775948607767,-41.69733488264821,50
B19.MAA000611.3_8_M.1.1,11.242013849702815,-5.139113318212735,12
B19.MAA000612.3_9_M.1.1,-4.258679530883813,12.827357555165634,22
B19.MAA000614.3_10_M.1.1,18.98419732962355,-15.3302031726717,6
B19.MAA000617.3_10_M.1.1,31.888384619183324,1.9293704302756713,0
B19.MAA000639.3_9_M.1.1,21.417640130920084,32.015061826295494,15
B19.MAA000652.3_10_M.1.1,12.550460676032786,19.629864712218954,2
B19.MAA000776.3_10_M.1.1,-2.6467066319154404,24.671758937023874,8
B19.MAA000779.3_11_M.1.1,8.405598888977767,21.539964391147116,2
B19.MAA000844.3_10_M.1.1,16.265122191715975,3.51955742976982,18
B19.MAA000848.3_10_M.1.1,-18.588879586247923,24.843316331140322,8
B19.MAA000870.3_10_M.1.1,-31.795887646474352,18.63144401975511,16
B19.MAA000871.3_11_M.1.1,-8.263314139093865,7.367040852404141,22
B19.MAA000880.3_11_M.1.1,-2.8190691847043667,-36.62439361014773,5
B19.MAA000884.3_10_M.1.1,26.36323045312792,14.734566004719209,30
B19.MAA000891.3_10_M.1.1,7.6695517982870856,7.475370560675866,28
B19.MAA000903.3_11_M.1.1,-6.321898063675438,-2.1711902679029755,19
B19.MAA000906.3_11_M.1.1,-32.77795014310391,-0.022231005261291622,3
B19.MAA000907.3_11_M.1.1,24.421600611181052,4.911610269663249,35
B19.MAA000908.3_10_M.1.1,-24.817064595560318,-8.334612149765947,48
B19.MAA000910.3_10_M.1.1,-5.685169051112111,44.16402302675171,45
B19.MAA000913.3_9_M.1.1,-22.325141820235732,-0.23090811681869647,3
B19.MAA000918.3_10_M.1.1,-7.664152174967265,-14.355031732528046,4
B19.MAA000919.3_10_M.1.1,-8.266856743621211,-3.042632824649226,19
B19.MAA000923.3_9_M.1.1,-13.734430780601027,14.093446084200632,9
B19.MAA000926.3_9_M.1.1,-9.319314030878218,17.947220772899346,9
B19.MAA000932.3_11_M.1.1,15.039312752238272,29.48503627856269,42
B19.MAA000934.3_9_M.1.1,-19.191839603791934,-28.580092905627737,1
B19.MAA000935.3_8_M.1.1,-10.927383615440332,18.531786748625045,9
B19.MAA000936.3_9_M.1.1,-7.19949518124458,-0.9781298690590937,19
B19.MAA000944.3_9_M.1.1,-28.691579464283603,8.216307336438149,32
B19.MAA001539.3_56_F.1.1,-28.2462179213209,20.729672823412677,16
B19.MAA001632.3_56_F.1.1,-4.254377790706662,8.838592276114065,22
B19.MAA001844.3_38_F.1.1,0.12655532966542019,9.76307782140894,2
B19.MAA001857.3_38_F.1.1,25.78714768459521,16.16875888605957,30
B19.MAA001862.3_39_F.1.1,3.30561944572032,0.767228254741019,21
B19.MAA001865.3_38_F.1.1,-14.740587297366291,-20.082087483001906,1
B19.MAA001867.3_39_F.1.1,3.2843043029879437,-5.400420373018078,39
