"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"Arl6ip12",1.27692087014214e-214,1.54882501445907,0.97,0.773,"2","Arl6ip1"
"Top2a2",1.03516562355537e-213,2.00329272779512,0.965,0.252,"2","Top2a"
"Ube2s",2.38840573626669e-206,0.70034842015602,1,0.894,"2","Ube2s"
"Stmn11",2.11481835466721e-199,1.53199407735203,1,0.746,"2","Stmn1"
"Cdk1",1.63721997074817e-187,1.65341969435437,0.92,0.061,"2","Cdk1"
"Cks21",2.30267340299663e-183,0.820336366922306,0.995,0.653,"2","Cks2"
"Cks1b1",3.92435863197484e-182,1.10997205572387,1,0.376,"2","Cks1b"
"Ube2c",5.39130727669706e-180,2.17188164636213,0.91,0.099,"2","Ube2c"
"Prc12",2.21098034021055e-176,1.19730067794202,0.96,0.267,"2","Prc1"
"Birc51",1.33744151423874e-174,1.38486115601218,0.95,0.111,"2","Birc5"
"Ccna2",1.62421227143771e-172,1.57477753679991,0.915,0.086,"2","Ccna2"
"Hist1h4d",1.80487859955155e-171,0.856240615055484,0.856,0.661,"2","Hist1h4d"
"Tacc31",9.53005949248321e-168,1.4684790485143,0.955,0.149,"2","Tacc3"
"Cdc201",7.23919240714239e-167,2.36535094421513,0.95,0.272,"2","Cdc20"
"Smc22",1.10969688293509e-163,1.10854050611835,0.955,0.163,"2","Smc2"
"Ccnb11",2.61644694155554e-163,1.95931989159456,0.93,0.106,"2","Ccnb1"
"H2afv1",1.23047816139383e-161,1.07015099795599,0.995,0.81,"2","H2afv"
"Kif22",3.3468293193474e-161,1.26963280227502,0.876,0.039,"2","Kif22"
"Kpna22",1.92221699755009e-155,1.31690340789859,0.925,0.575,"2","Kpna2"
"Nusap1",1.34468421401305e-151,0.857000860355691,0.861,0.054,"2","Nusap1"
"Cdca81",2.40500779842366e-151,1.43761073835021,0.96,0.193,"2","Cdca8"
"Cdca31",1.96040484351067e-150,1.40083084647434,0.925,0.15,"2","Cdca3"
"Pbk",3.17377800229086e-150,1.03570420226854,0.816,0.02,"2","Pbk"
"Aurkb",7.21725463405641e-149,1.28962545352143,0.806,0.029,"2","Aurkb"
"Hmgn21",2.68738820842593e-146,1.26735182761124,0.99,0.716,"2","Hmgn2"
"Ccnb21",6.42901969430418e-142,1.68505423519984,0.93,0.225,"2","Ccnb2"
"Racgap12",8.22883280951627e-141,1.39662064739827,0.955,0.193,"2","Racgap1"
"Ckap2l1",1.70674147388102e-140,1.33835442372989,0.985,0.396,"2","Ckap2l"
"Plk1",3.43287361983978e-140,1.09720013266416,0.761,0.019,"2","Plk1"
"Spc24",1.92399959324437e-138,0.925193890765125,0.896,0.116,"2","Spc24"
"Hn12",3.52992949992908e-138,1.34446958204763,0.975,0.785,"2","Hn1"
"Hmmr",6.7756021008882e-138,0.821764630790466,0.871,0.055,"2","Hmmr"
"Mad2l1",2.65112833733983e-137,0.982472687044753,0.9,0.089,"2","Mad2l1"
"Anln1",2.49984739916551e-136,1.15409861436792,0.95,0.151,"2","Anln"
"Kif11",8.37031346811099e-135,0.77571021441134,0.791,0.034,"2","Kif11"
"Nek2",3.13168186207158e-134,0.868912828567963,0.821,0.049,"2","Nek2"
"Ncaph",3.52879395137354e-133,0.690386412985549,0.816,0.039,"2","Ncaph"
"2810417H13Rik",3.62053593557344e-132,1.04233869899902,0.846,0.078,"2","2810417H13Rik"
"Cenpf1",4.72686737769127e-131,1.2775415869951,0.9,0.141,"2","Cenpf"
"Cep55",6.50797098774875e-131,0.575415479163878,0.791,0.034,"2","Cep55"
"Kif231",8.13754537773193e-130,1.0552442618786,0.9,0.153,"2","Kif23"
"Cdc25c",1.04525083390575e-127,1.05972379697874,0.766,0.033,"2","Cdc25c"
"Incenp1",4.93340152767651e-127,0.904384966699624,0.94,0.208,"2","Incenp"
"Spc25",3.75936751655074e-126,1.03111756302641,0.756,0.039,"2","Spc25"
"Shcbp1",6.71000993370051e-126,0.724221740191253,0.687,0.012,"2","Shcbp1"
"Kif20a",1.18789832546932e-124,0.990137074457755,0.856,0.114,"2","Kif20a"
"Ect2",1.49574215281807e-124,0.682692487073592,0.846,0.066,"2","Ect2"
"Bub1b",3.15336411065064e-122,0.651423950160272,0.816,0.054,"2","Bub1b"
"Nuf2",1.11256675468684e-121,0.726158537098829,0.731,0.024,"2","Nuf2"
"Tk12",5.62700453866981e-120,1.06541352537978,0.861,0.227,"2","Tk1"
"Aspm",1.30128269408142e-119,0.713469367002494,0.781,0.053,"2","Aspm"
"Kifc1",6.35457709317232e-119,0.80849885702733,0.756,0.038,"2","Kifc1"
"Cenpa1",8.13570797780738e-119,1.42170546732779,0.91,0.159,"2","Cenpa"
"Kif20b",1.030801558828e-118,0.636244304197714,0.746,0.032,"2","Kif20b"
"Gas2l3",1.94517001443498e-117,0.475273002610578,0.746,0.034,"2","Gas2l3"
"Cenpe1",3.70657122453619e-117,1.12449232017379,0.881,0.122,"2","Cenpe"
"Kif2c",7.18183395827217e-116,0.845397834995157,0.731,0.032,"2","Kif2c"
"Ckap21",2.33717383872449e-115,0.869067112791298,0.881,0.18,"2","Ckap2"
"1190002F15Rik",4.24820150663728e-114,0.325480939645324,0.92,0.195,"2","1190002F15Rik"
"Fam64a",4.01347312883333e-112,0.663878791012507,0.692,0.024,"2","Fam64a"
"Mki671",1.41462963621942e-111,1.41663487395246,0.95,0.284,"2","Mki67"
"D2Ertd750e1",4.82049124621237e-111,1.06460314860872,0.91,0.194,"2","D2Ertd750e"
"Casc5",1.04624186002717e-110,0.698288702166375,0.811,0.088,"2","Casc5"
"Cdkn3",1.31470835848216e-109,0.702474458356096,0.841,0.106,"2","Cdkn3"
"Ndc80",5.43841203077908e-109,0.593191396787482,0.682,0.026,"2","Ndc80"
"Mis18bp1",1.13042085845946e-108,0.493314165957356,0.731,0.05,"2","Mis18bp1"
"Aurka",6.22336912681085e-108,0.919002694205573,0.781,0.099,"2","Aurka"
"Ncapd2",1.37494795577354e-105,0.516054876024375,0.876,0.126,"2","Ncapd2"
"H2afx",7.47940097391441e-105,0.51921602757375,0.881,0.438,"2","H2afx"
"Melk",9.04255709459912e-105,0.679902171818446,0.677,0.026,"2","Melk"
"Cdca2",8.90112709199828e-104,0.653267838860702,0.692,0.054,"2","Cdca2"
"2010317E24Rik",5.85616571343092e-103,0.721507789803226,0.652,0.025,"2","2010317E24Rik"
"Bub31",1.0045804464872e-102,0.991657295282635,0.965,0.666,"2","Bub3"
"Tpx2",5.65287552315162e-102,0.879186124775316,0.95,0.325,"2","Tpx2"
"Ncapg",5.96034083334594e-102,0.583529596283778,0.701,0.047,"2","Ncapg"
"Dlgap5",1.44345176455366e-101,0.669297346487869,0.856,0.171,"2","Dlgap5"
"Asf1b",1.57448220895409e-100,0.869108160853877,0.697,0.062,"2","Asf1b"
"Foxm1",5.65495809685314e-100,0.326284843226274,0.701,0.039,"2","Foxm1"
"Bub1",2.83377527186965e-99,0.359830252590676,0.652,0.025,"2","Bub1"
"Sgol2",2.61609112601848e-98,0.380967935343943,0.672,0.043,"2","Sgol2"
"Rad51",1.92161843915287e-97,0.741657662641645,0.682,0.044,"2","Rad51"
"Esco2",4.7918116487347e-96,0.263293808123578,0.577,0.012,"2","Esco2"
"Pmf1",5.82223002163264e-94,0.599632481037957,0.945,0.371,"2","Pmf1"
"Kif4",1.74900990270507e-93,0.68601272630809,0.751,0.084,"2","Kif4"
"Ttk",7.72489153458356e-93,0.329409817712388,0.572,0.013,"2","Ttk"
"Cenpq",3.79994395278892e-90,0.292884813518012,0.706,0.064,"2","Cenpq"
"Nucks1",8.97019782167559e-90,0.754000608489685,1,0.929,"2","Nucks1"
"Ccdc34",1.01245834229565e-88,0.37581011530356,0.97,0.389,"2","Ccdc34"
"Spag5",3.01236947686671e-86,0.361383597542663,0.652,0.044,"2","Spag5"
"Cdca5",3.28374263608199e-86,0.536206319717142,0.542,0.015,"2","Cdca5"
"E130306D19Rik",1.37845577356378e-85,0.423546833656007,0.552,0.034,"2","E130306D19Rik"
"Tubb4b1",3.93080166138945e-84,1.36547052791605,0.98,0.889,"2","Tubb4b"
"Lmnb1",9.45197741811786e-84,0.672326929921753,0.955,0.391,"2","Lmnb1"
"Ska1",1.45085997770091e-83,0.262168066382243,0.512,0.012,"2","Ska1"
"Tyms",1.54609948515541e-83,0.740146053375115,0.791,0.206,"2","Tyms"
"C330027C09Rik",2.20218092389168e-83,0.535959049646933,0.776,0.109,"2","C330027C09Rik"
"Uhrf1",3.12812198159235e-83,0.658682045384289,0.761,0.105,"2","Uhrf1"
"Iqgap3",3.15414382582032e-83,0.349514967316065,0.567,0.022,"2","Iqgap3"
"Anp32e",1.33859271385584e-82,0.608676440039028,0.965,0.719,"2","Anp32e"
"Kif15",1.89494165722503e-81,0.363249015350123,0.672,0.065,"2","Kif15"
"Tmpo",3.29574754155581e-79,0.799228990948998,1,0.77,"2","Tmpo"
"Tubb61",1.7290895774697e-78,1.2272808702072,0.925,0.518,"2","Tubb6"
"Sgol1",2.32968585022593e-78,0.256117269789817,0.512,0.015,"2","Sgol1"
"Cenpk",1.49132286168522e-77,0.256350702159845,0.602,0.041,"2","Cenpk"
"Mxd3",2.36436058358715e-76,0.416016039640425,0.517,0.023,"2","Mxd3"
"Rrm2",3.44108265945822e-76,1.02587262912904,0.612,0.124,"2","Rrm2"
"Kif14",1.7975078502381e-75,0.303076665307381,0.507,0.016,"2","Kif14"
"Ywhah1",2.12215073305093e-74,0.822516473400511,0.995,0.898,"2","Ywhah"
"Fen1",5.77975301188765e-73,0.727328873216881,0.761,0.142,"2","Fen1"
"Rrm1",7.01662607785184e-73,0.895487226910694,0.915,0.367,"2","Rrm1"
"2610039C10Rik",1.38498361961576e-72,0.408862789927482,0.736,0.129,"2","2610039C10Rik"
"Tsen34",5.53901124063585e-72,0.722750458391046,0.975,0.823,"2","Tsen34"
"2700094K13Rik",3.66005316837912e-71,0.445870262474404,0.985,0.614,"2","2700094K13Rik"
"Lsm3",4.17405594382031e-71,0.380819991535862,0.965,0.539,"2","Lsm3"
"Cenpm",1.01814597262397e-69,0.401794284031396,0.692,0.106,"2","Cenpm"
"Troap",1.41090032422697e-69,0.366004361130617,0.458,0.013,"2","Troap"
"Cenpp",2.28388732494463e-69,0.286447676236916,0.612,0.06,"2","Cenpp"
"Nup37",2.54744287155176e-69,0.580550191833315,0.801,0.221,"2","Nup37"
"Neil3",4.14208026258567e-69,0.409563069045258,0.433,0.008,"2","Neil3"
"Tuba1c1",1.6870422932773e-68,1.10810506236614,0.985,0.92,"2","Tuba1c"
"Dek",1.73508044962286e-68,0.548646470968213,0.985,0.816,"2","Dek"
"BC048355",4.16487471995089e-67,0.567949740279873,0.866,0.284,"2","BC048355"
"Fzr11",4.39428785341985e-67,0.905441942383616,0.816,0.365,"2","Fzr1"
"Hmgb3",1.09615187664527e-66,0.500876703758891,0.955,0.504,"2","Hmgb3"
"Nde1",1.61347093914221e-66,0.795474611130513,0.836,0.311,"2","Nde1"
"Mns1",2.43749106058661e-66,0.26348685940063,0.517,0.033,"2","Mns1"
"Ube2t",3.54848005774461e-66,0.392253625891372,0.627,0.08,"2","Ube2t"
"Zfp367",1.07847396484003e-65,0.541800595111818,0.821,0.293,"2","Zfp367"
"Dbf4",1.50373078027464e-64,0.379587672242855,0.801,0.216,"2","Dbf4"
"Ccnf",7.58336047285193e-64,0.42712629238073,0.453,0.02,"2","Ccnf"
"Fkbp2",3.21779464077783e-63,0.3638925330901,1,0.821,"2","Fkbp2"
"Psrc1",6.87126454125585e-63,0.553596218802313,0.716,0.153,"2","Psrc1"
"Mcm5",2.31189839230385e-62,0.840790035731761,0.687,0.118,"2","Mcm5"
"Hist1h2ae",1.68362854216462e-61,0.587508006430346,0.498,0.144,"2","Hist1h2ae"
"Lbr",5.10925968344617e-61,0.561779784219778,0.975,0.591,"2","Lbr"
"Exosc8",5.50222084266142e-61,0.538189438357761,0.896,0.512,"2","Exosc8"
"Cdkn2d",1.45475413956207e-60,0.690793798987703,0.776,0.347,"2","Cdkn2d"
"Cenpn",1.80241534829792e-60,0.362650742186423,0.488,0.032,"2","Cenpn"
"Rad18",3.07139673833736e-60,0.401260279625429,0.622,0.101,"2","Rad18"
"Krt152",5.6544190571455e-60,0.42543220209289,0.99,0.86,"2","Krt15"
"Rpa2",6.47330706967208e-60,0.561664656594639,0.672,0.126,"2","Rpa2"
"Rad51ap1",4.21981137920708e-59,0.257019097478241,0.383,0.008,"2","Rad51ap1"
"Nrm",4.23534593429427e-59,0.758763764201588,0.806,0.266,"2","Nrm"
"Prdx4",4.58617716931289e-59,0.528445059395655,0.846,0.355,"2","Prdx4"
"Fam33a",6.50503087507936e-59,0.2850614713763,0.587,0.075,"2","Fam33a"
"Epcam2",6.7433801431998e-59,0.872924909133338,0.995,0.81,"2","Epcam"
"Rfc4",1.06636746996374e-58,0.447529571626103,0.781,0.23,"2","Rfc4"
"Suv39h1",5.15457679072236e-58,0.432795206004078,0.687,0.137,"2","Suv39h1"
"Hist1h1e",2.69342758964256e-57,0.465880040322588,0.682,0.496,"2","Hist1h1e"
"Rad21",7.90246490462665e-57,0.533037831811675,0.94,0.501,"2","Rad21"
"Chek2",1.23680378449597e-56,0.354309756344422,0.697,0.138,"2","Chek2"
"Plk4",1.33602520599712e-56,0.385076918958742,0.672,0.14,"2","Plk4"
"Ccdc99",1.50542278923924e-56,0.284049311912937,0.458,0.029,"2","Ccdc99"
"Rbbp7",2.11908409304967e-56,0.683562343645618,1,0.915,"2","Rbbp7"
"Rfc5",3.54177856779885e-56,0.679263645365665,0.801,0.269,"2","Rfc5"
"Fbxo5",5.04739182775303e-56,0.2673224865262,0.348,0.013,"2","Fbxo5"
"Traip",6.39039293596836e-55,0.302335702474456,0.488,0.042,"2","Traip"
"Gtse1",6.85774289945921e-55,0.320498352292947,0.647,0.115,"2","Gtse1"
"Hist1h1b",1.28754071776036e-54,0.294230423791716,0.448,0.058,"2","Hist1h1b"
"Terf1",1.47113281642584e-54,0.448090143971032,0.771,0.296,"2","Terf1"
"2310061C15Rik",1.1142364776531e-53,0.252150644379638,0.716,0.217,"2","2310061C15Rik"
"Ccdc123",2.50773660451346e-53,0.511975134153242,0.697,0.209,"2","Ccdc123"
"Mybl2",5.44774947077957e-53,0.387295915678397,0.532,0.065,"2","Mybl2"
"Fbln12",2.01773073101316e-52,0.701642182120887,0.866,0.368,"2","Fbln1"
"Snrpd1",3.55114847787123e-52,0.347984185967042,0.985,0.801,"2","Snrpd1"
"Pkmyt1",7.25536797375957e-52,0.330493054121447,0.697,0.168,"2","Pkmyt1"
"Gmnn",1.52442132173962e-50,0.385894204758709,0.672,0.197,"2","Gmnn"
"Sae1",3.83663429198898e-50,0.63454058454243,0.97,0.815,"2","Sae1"
"Tubg1",9.75867687780363e-50,0.623303331448202,0.821,0.367,"2","Tubg1"
"Trip13",1.17268961550755e-49,0.317183708489896,0.473,0.045,"2","Trip13"
"Dnajc9",1.65971714985502e-49,0.60992715049969,0.831,0.454,"2","Dnajc9"
"Alyref",4.86567529482186e-49,0.46308623158808,0.98,0.908,"2","Alyref"
"Wbp5",7.45607068920493e-49,0.515900243769226,0.97,0.759,"2","Wbp5"
"Cdkn2c",1.66346419578872e-48,0.295230733402999,0.632,0.144,"2","Cdkn2c"
"Sept10",2.24784636478437e-48,0.369414996522442,0.92,0.437,"2","Sept10"
"Dsn1",3.35448520318364e-48,0.254397968086309,0.493,0.057,"2","Dsn1"
"Pcna1",4.30676354520308e-48,0.636903638461024,0.92,0.785,"2","Pcna"
"Atad2",2.24401635152011e-47,0.443386330538723,0.617,0.172,"2","Atad2"
"Haus4",3.64469179927997e-47,0.430658460162808,0.602,0.122,"2","Haus4"
"Cdc25b1",4.26392465577192e-47,0.592004118975516,0.711,0.22,"2","Cdc25b"
"Hist1h2ab",1.71804010455702e-46,0.367657278769564,0.398,0.044,"2","Hist1h2ab"
"Ddx39b1",1.73657973344356e-46,0.587756509383083,0.995,0.877,"2","Ddx39b"
"Ngfrap1",2.05034401905469e-46,0.400485293506339,0.881,0.412,"2","Ngfrap1"
"Dut",2.70450338811791e-46,0.41509261688266,0.731,0.285,"2","Dut"
"Rnf26",3.90390199557255e-46,0.520746135815133,0.856,0.38,"2","Rnf26"
"Cdc45",7.56968465437078e-46,0.464605591158173,0.418,0.039,"2","Cdc45"
"Nudc",1.99827285688918e-45,0.496809964583609,0.985,0.903,"2","Nudc"
"Ptn1",2.45661822292089e-45,0.466550513214168,0.955,0.517,"2","Ptn"
"Rnaseh2c",4.29795464809548e-45,0.30091964418266,0.97,0.634,"2","Rnaseh2c"
"6720463M24Rik",7.93659951213706e-45,0.300940638415874,0.607,0.141,"2","6720463M24Rik"
"Miip",3.02075201142171e-44,0.46669741563954,0.592,0.132,"2","Miip"
"1500011H22Rik",4.38108421602911e-44,0.502426583085335,0.731,0.251,"2","1500011H22Rik"
"Lig1",7.69087474889589e-44,0.446956653182577,0.567,0.154,"2","Lig1"
"Rdm1",5.70424868047646e-43,0.561032721448775,0.841,0.412,"2","Rdm1"
"Trim59",5.71596390848491e-43,0.369643430434477,0.806,0.367,"2","Trim59"
"Poc1a",6.48505971011652e-43,0.390842151612969,0.557,0.107,"2","Poc1a"
"Cbx5",3.26348326457705e-42,0.590276850339065,0.851,0.419,"2","Cbx5"
"Ccdc77",3.34097322786479e-42,0.264688220979871,0.542,0.106,"2","Ccdc77"
"Mcm7",5.08868475015074e-42,0.663330424137919,0.706,0.252,"2","Mcm7"
"Aaas",1.03392980684012e-41,0.540898430233037,0.726,0.256,"2","Aaas"
"Usp1",1.2864894641117e-41,0.482967572460359,0.811,0.428,"2","Usp1"
"Fam83d",4.60059007500083e-41,0.529750706391673,0.806,0.354,"2","Fam83d"
"Vrk1",8.88646360182792e-41,0.387621418817767,0.721,0.244,"2","Vrk1"
"Oat1",1.16611995981468e-40,0.593632827229386,1,0.865,"2","Oat"
"Anxa51",1.19786557363643e-40,0.450988985572531,1,0.935,"2","Anxa5"
"Cep72",4.13699814085009e-40,0.263564489306159,0.428,0.055,"2","Cep72"
"Ckap5",4.20409932602742e-40,0.492376834039807,0.856,0.526,"2","Ckap5"
"2700029M09Rik",1.76195159822403e-39,0.325852886429562,0.92,0.644,"2","2700029M09Rik"
"Tmem107",3.07603648169362e-39,0.33676701150887,0.925,0.548,"2","Tmem107"
"Srsf71",4.51418325095932e-39,0.55599454715551,0.97,0.78,"2","Srsf7"
"Ppih",4.83577264009778e-39,0.289401496546375,0.826,0.422,"2","Ppih"
"Ppp2r5d",7.37426034783057e-39,0.465137524006612,0.915,0.525,"2","Ppp2r5d"
"F630043A04Rik",7.62250028346699e-39,0.274199708276138,0.488,0.116,"2","F630043A04Rik"
"Tnfaip8l1",1.77185303030763e-38,0.3794312334284,0.463,0.079,"2","Tnfaip8l1"
"Haus8",1.90351627602985e-38,0.389720497049119,0.582,0.148,"2","Haus8"
"Pih1d1",4.84451554882198e-38,0.39088552901104,0.91,0.59,"2","Pih1d1"
"Tmem48",6.70081954240506e-38,0.293459647875326,0.512,0.1,"2","Tmem48"
"Rnaseh2b",9.84858856860245e-38,0.370362894247586,0.846,0.49,"2","Rnaseh2b"
"4930427A07Rik",1.40938210377989e-37,0.264285645964576,0.458,0.073,"2","4930427A07Rik"
"Gpsm2",1.44460544327195e-37,0.577928272277159,0.925,0.565,"2","Gpsm2"
"Hmgn5",1.81160108861428e-37,0.267969449937212,0.975,0.653,"2","Hmgn5"
"Cyb5r3",2.11811469784688e-37,0.571307634301079,0.995,0.87,"2","Cyb5r3"
"Rpp30",3.39209627144028e-37,0.336043054489805,0.766,0.319,"2","Rpp30"
"Gclm2",1.04056592401245e-36,0.529420842019966,0.99,0.867,"2","Gclm"
"Lsm6",1.56988548210539e-36,0.330706310019068,0.95,0.643,"2","Lsm6"
"Naa38",1.77925651549224e-36,0.302317932558084,0.886,0.61,"2","Naa38"
"Ilf2",2.07995253544462e-36,0.495248872340872,0.98,0.764,"2","Ilf2"
"Cenpl",5.63693800798899e-36,0.388921674829238,0.507,0.114,"2","Cenpl"
"Lmf2",9.59370733875947e-36,0.524975970030476,0.811,0.412,"2","Lmf2"
"Ddx391",1.39742044806393e-35,0.567561288323541,0.965,0.702,"2","Ddx39"
"Nsmce4a",2.54886438429298e-35,0.463542695098394,0.945,0.644,"2","Nsmce4a"
"Ncaph2",2.93330393170978e-35,0.561608892966818,0.99,0.806,"2","Ncaph2"
"Wfdc21",3.28058953379365e-35,0.747726271263643,0.925,0.587,"2","Wfdc2"
"Ruvbl2",4.20317743942863e-35,0.50073131424873,0.92,0.578,"2","Ruvbl2"
"Haus5",4.31291772791014e-35,0.381684842439511,0.443,0.07,"2","Haus5"
"Tipin",5.15136062861298e-35,0.484955842775623,0.657,0.314,"2","Tipin"
"Tcf19",6.81199811780102e-35,0.540609789604482,0.333,0.069,"2","Tcf19"
"Rangap11",7.96428877117025e-35,0.523738218960258,0.98,0.742,"2","Rangap1"
"Prim1",4.90191717767753e-34,0.514843795328608,0.577,0.239,"2","Prim1"
"Ncapd3",7.79097735180065e-34,0.293462704333339,0.552,0.151,"2","Ncapd3"
"Flot21",5.05652546434705e-33,0.320634904455616,0.721,0.289,"2","Flot2"
"Casp6",5.64366625581244e-33,0.343986453004456,0.796,0.341,"2","Casp6"
"Cln6",7.68786686350326e-33,0.45533585085047,0.647,0.293,"2","Cln6"
"Anapc5",1.21396049875151e-32,0.521657189434071,0.99,0.9,"2","Anapc5"
"Acat11",2.53055602537487e-32,0.558141746162797,0.95,0.761,"2","Acat1"
"Cby1",2.59227534220946e-32,0.292762118407867,0.711,0.289,"2","Cby1"
"Cdca71",3.73326934453194e-32,0.433839524768105,0.886,0.465,"2","Cdca7"
"Psip1",5.4849868140638e-32,0.305584420223831,0.876,0.563,"2","Psip1"
"Hp1bp3",6.71349827060023e-32,0.417946311961876,0.985,0.858,"2","Hp1bp3"
"Dcps",7.48637553119173e-32,0.370085064458083,0.871,0.464,"2","Dcps"
"Barx21",8.85104715849697e-32,0.316955491430006,0.995,0.724,"2","Barx2"
"Tdp1",1.50877631125222e-31,0.412521177833647,0.522,0.14,"2","Tdp1"
"Ppil1",1.65638867948355e-31,0.462566528515452,0.851,0.5,"2","Ppil1"
"Cenpt",2.1693371755067e-31,0.418094144776196,0.776,0.37,"2","Cenpt"
"Nsmce1",2.25267774639847e-31,0.366622040452927,0.806,0.404,"2","Nsmce1"
"Reep4",2.85717773172042e-31,0.515419237535991,0.925,0.721,"2","Reep4"
"Ranbp1",3.28707863131921e-31,0.373961426903426,0.99,0.93,"2","Ranbp1"
"Idh3g",4.76566666544513e-31,0.426351308806351,0.985,0.895,"2","Idh3g"
"Slc25a10",6.61342567502355e-31,0.409151227659502,0.677,0.248,"2","Slc25a10"
"Apoe",8.25732728674763e-31,0.592956769260272,0.995,0.945,"2","Apoe"
"Cdkn2aipnl",1.0862556261427e-30,0.288969922324475,0.871,0.448,"2","Cdkn2aipnl"
"Pck2",1.85651338810534e-30,0.378399775292734,0.587,0.185,"2","Pck2"
"Nfia",2.11007181099755e-30,0.344188836260867,0.975,0.835,"2","Nfia"
"B9d2",8.6024167240218e-30,0.346352086335626,0.602,0.192,"2","B9d2"
"Brd8",1.62950051909706e-29,0.367828731723984,0.871,0.531,"2","Brd8"
"Dpysl2",2.02357797445628e-29,0.321307548261946,0.458,0.215,"2","Dpysl2"
"Nup85",2.92460353062349e-29,0.535834229929544,0.711,0.355,"2","Nup85"
"Oxct11",3.07823815210131e-29,0.464747571841615,1,0.937,"2","Oxct1"
"Haus1",3.35824284101281e-29,0.25409705920189,0.672,0.255,"2","Haus1"
"Slbp",3.53527737807911e-29,0.490984494422392,0.682,0.473,"2","Slbp"
"Hspa14",3.83832032757636e-29,0.461402697584065,0.766,0.405,"2","Hspa14"
"Uchl5",4.09995602451345e-29,0.3930068883735,0.9,0.637,"2","Uchl5"
"Nfib1",4.76627783848684e-29,0.44875270813084,0.995,0.866,"2","Nfib"
"Dhfr",4.86834450211209e-29,0.251597352832735,0.403,0.075,"2","Dhfr"
"5930416I19Rik",7.97405726608514e-29,0.329246956820714,0.796,0.404,"2","5930416I19Rik"
"Ezh2",1.05530553798269e-28,0.350076349917581,0.856,0.506,"2","Ezh2"
"Prkcdbp",1.6607870765126e-28,0.433572920092578,0.94,0.671,"2","Prkcdbp"
"Nol7",2.39988630142777e-28,0.265361443514046,0.995,0.858,"2","Nol7"
"Cpne2",2.70934985890915e-28,0.29701798788141,0.716,0.291,"2","Cpne2"
"Mcm3",3.29865307478838e-28,0.576017342551684,0.468,0.115,"2","Mcm3"
"Pold1",5.28966154443332e-28,0.335484634395439,0.463,0.112,"2","Pold1"
"Tmem218",5.76107068046404e-28,0.283487657798708,0.567,0.177,"2","Tmem218"
"Serpinb6a",6.05300067515293e-28,0.429483866737445,0.965,0.756,"2","Serpinb6a"
"Nup107",7.48202708180257e-28,0.251089186213046,0.687,0.269,"2","Nup107"
"Fkbp41",1.32345791656247e-27,0.449393054858887,0.96,0.852,"2","Fkbp4"
"Rfc2",1.52744381846278e-27,0.490552266459481,0.786,0.459,"2","Rfc2"
"Nup93",1.600779838452e-27,0.357408262188238,0.781,0.376,"2","Nup93"
"Actl6a",1.61655350010536e-27,0.427669160889515,0.95,0.697,"2","Actl6a"
"Idh2",2.15949241340104e-27,0.524680222018883,0.861,0.562,"2","Idh2"
"Hpgd1",2.34991825556344e-27,0.703611274455397,0.841,0.483,"2","Hpgd"
"Taf9",2.49012361071771e-27,0.377118726605556,0.99,0.885,"2","Taf9"
"Phgdh2",8.5617451936984e-27,0.424119605771759,0.99,0.759,"2","Phgdh"
"Gpx4",1.19701153111151e-26,0.307584974224992,0.985,0.915,"2","Gpx4"
"Pold21",1.29341116946612e-26,0.482548157216016,0.761,0.441,"2","Pold2"
"0610037P05Rik",2.0709989310744e-26,0.411882826324096,0.94,0.738,"2","0610037P05Rik"
"Orc6",3.57882817575288e-26,0.291068529452811,0.821,0.444,"2","Orc6"
"Hdac1",4.2506466312347e-26,0.443546502580334,0.98,0.852,"2","Hdac1"
"Odf2",4.46116677871642e-26,0.278626044894373,0.841,0.452,"2","Odf2"
"Mad1l1",5.21225787163999e-26,0.305724842658249,0.716,0.312,"2","Mad1l1"
"Ilf3",7.04404903952665e-26,0.43750072028941,0.955,0.683,"2","Ilf3"
"Hmgn3",7.07536757052618e-26,0.2952616839873,0.93,0.679,"2","Hmgn3"
"Rbm8a",1.08578610520506e-25,0.282653422366363,0.995,0.927,"2","Rbm8a"
"Cep110",1.51930486803643e-25,0.324254055864321,0.687,0.317,"2","Cep110"
"Raly",3.49452791429056e-25,0.391814891817399,1,0.931,"2","Raly"
"Cep57",3.89929908563344e-25,0.272670130237614,0.726,0.362,"2","Cep57"
"Dap",7.70276750233875e-25,0.36221284119877,0.687,0.307,"2","Dap"
"Stip1",8.11988945160609e-25,0.407899883145912,0.97,0.869,"2","Stip1"
"Cetn3",8.82804933658423e-25,0.30690512430909,0.965,0.842,"2","Cetn3"
"Maf1",1.11355036116958e-24,0.343673372381919,0.91,0.584,"2","Maf1"
"Xrcc1",1.31744035129623e-24,0.432959102724408,0.796,0.463,"2","Xrcc1"
"5730469M10Rik2",1.33407265269921e-24,0.433748159120891,0.965,0.682,"2","5730469M10Rik"
"Timeless",2.9803145086611e-24,0.297030402984218,0.348,0.062,"2","Timeless"
"Smtn",3.02920182823015e-24,0.348689860142131,0.821,0.465,"2","Smtn"
"Snrnp40",3.70003042333155e-24,0.380798917635051,0.891,0.578,"2","Snrnp40"
"Hat1",3.78611477073946e-24,0.470193274254762,0.697,0.381,"2","Hat1"
"Aldh16a1",3.98242347938101e-24,0.363062122300345,0.871,0.529,"2","Aldh16a1"
