"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"Htatip21",4.30369089239185e-234,0.547001923884146,0.889,0.552,"3","Htatip2"
"F33",1.37669950735648e-230,1.10535150318588,0.804,0.403,"3","F3"
"Calml31",7.93423431549637e-229,0.595677934696936,0.993,0.893,"3","Calml3"
"Cux11",1.22004742884006e-228,0.592893147796122,0.945,0.608,"3","Cux1"
"Acer13",1.32522380296375e-226,0.62078889957374,0.833,0.295,"3","Acer1"
"Adrm1",7.73506475274301e-226,0.584513834426796,0.921,0.805,"3","Adrm1"
"Aox42",9.15231542276093e-223,0.560247385923057,0.752,0.199,"3","Aox4"
"Nrp2",4.0740973158129e-221,0.478666184806149,0.632,0.111,"3","Nrp2"
"Ly6g6e3",8.27249582080251e-221,0.595829556686357,0.879,0.321,"3","Ly6g6e"
"H131",1.0710103449469e-220,0.539779991866716,0.921,0.652,"3","H13"
"Dlgap42",8.88385682935681e-219,0.537121076677409,0.892,0.528,"3","Dlgap4"
"Epgn",5.12512299940057e-218,0.990263655057839,0.542,0.091,"3","Epgn"
"Ankrd352",4.8828136465134e-216,0.512667648912335,0.762,0.262,"3","Ankrd35"
"Gltp2",6.62089785314462e-216,0.613073889240979,0.995,0.936,"3","Gltp"
"Mafb2",1.12354253360856e-215,0.74415176903279,0.934,0.67,"3","Mafb"
"Sdc3",1.50621281475593e-214,0.431929601602303,0.64,0.165,"3","Sdc3"
"Ralbp12",2.04088356163029e-210,0.605128515234721,0.996,0.903,"3","Ralbp1"
"Dnajb9",4.7850486959809e-210,0.642017719769391,0.801,0.582,"3","Dnajb9"
"Gng2",2.57266014262241e-209,0.433921831457327,0.445,0.048,"3","Gng2"
"Tgm13",5.71526859089843e-206,0.670519914854167,0.933,0.526,"3","Tgm1"
"Mall3",7.53322556517031e-204,0.59374882298096,0.827,0.407,"3","Mall"
"Hist1h2bc2",1.13619377342315e-203,0.619830906070019,0.999,0.893,"3","Hist1h2bc"
"Insl6",6.52364080277402e-203,0.475167062855727,0.619,0.209,"3","Insl6"
"Eppk12",2.41998450375359e-201,0.717695733322156,0.913,0.596,"3","Eppk1"
"Myh141",3.85311344971143e-201,0.527940556687189,0.804,0.377,"3","Myh14"
"Sgpp1",2.62699461018579e-198,0.456067961799548,0.759,0.362,"3","Sgpp1"
"Klc31",1.78867801720961e-197,0.516057250234327,0.964,0.798,"3","Klc3"
"Homer23",6.0574738000431e-197,0.714556618394378,0.806,0.296,"3","Homer2"
"Elovl12",1.35848667019324e-195,0.604779913009087,0.933,0.697,"3","Elovl1"
"Rab3d3",1.99369466782091e-193,0.499343381456957,0.905,0.561,"3","Rab3d"
"Clic33",3.8055462446941e-193,0.618943042449557,0.906,0.418,"3","Clic3"
"Hk22",3.82466755239659e-193,0.723447980076168,0.921,0.68,"3","Hk2"
"Myo10",1.44924268575378e-191,0.45610908919254,0.718,0.308,"3","Myo10"
"Cyp4f393",9.32173029173055e-191,0.605514716302112,0.867,0.393,"3","Cyp4f39"
"Slc5a13",2.81714676866469e-190,0.658186693749266,0.76,0.284,"3","Slc5a1"
"Cpeb22",5.44134204115713e-190,0.577874525923028,0.742,0.347,"3","Cpeb2"
"Cldn42",2.10766773024301e-189,1.32450706466888,0.837,0.469,"3","Cldn4"
"Atp6v0b1",2.24895712994526e-189,0.501850499873476,0.974,0.825,"3","Atp6v0b"
"Rdh122",7.86343121067465e-188,0.574219013612854,0.851,0.403,"3","Rdh12"
"Tmem45a2",2.71233702701114e-187,0.688064026465988,0.63,0.241,"3","Tmem45a"
"Serpinb7",1.39245268352254e-185,0.380703761419174,0.427,0.049,"3","Serpinb7"
"Metrnl2",2.35112177083181e-185,0.572824543706004,0.785,0.304,"3","Metrnl"
"Degs12",2.42423476290001e-185,0.543265656802885,0.899,0.66,"3","Degs1"
"Sult2b13",5.0648790822272e-185,0.634518158311574,0.921,0.468,"3","Sult2b1"
"Spnb32",1.67947430865341e-182,0.497854114372921,0.771,0.316,"3","Spnb3"
"Clip11",1.57680132713217e-181,0.469159690045179,0.839,0.499,"3","Clip1"
"Chl1",1.97333259784645e-180,0.525304448349694,0.704,0.366,"3","Chl1"
"Sprr1b2",2.09938850011348e-180,1.22340896875995,0.813,0.429,"3","Sprr1b"
"Pdzk1ip13",2.23172999848055e-180,0.686921164751828,0.8,0.295,"3","Pdzk1ip1"
"Taldo1",1.37687874697207e-176,0.507699770010984,0.996,0.937,"3","Taldo1"
"Vamp81",1.70587775146415e-176,0.444859504811374,0.986,0.919,"3","Vamp8"
"Klk13",2.53636072554239e-176,0.522980943111399,0.734,0.323,"3","Klk13"
"Zfp7502",2.93242615779325e-175,0.556491927688368,0.806,0.329,"3","Zfp750"
"Ggh3",3.03755319469792e-174,0.647293139952205,0.851,0.519,"3","Ggh"
"Smagp2",2.61853592625652e-173,0.578481364642352,0.796,0.321,"3","Smagp"
"Tcn2",4.89827050883471e-173,0.385981986424446,0.632,0.202,"3","Tcn2"
"H2afj2",9.38022139488627e-172,0.567608576228056,0.988,0.912,"3","H2afj"
"Vsig81",1.08057196876172e-171,0.646084155870003,0.925,0.712,"3","Vsig8"
"Ccdc64b1",4.68316980930845e-171,0.458353255747674,0.698,0.248,"3","Ccdc64b"
"Slc39a63",4.41369878597939e-170,0.523207773341771,0.904,0.557,"3","Slc39a6"
"Hoxc13",9.79337422695577e-170,0.30747206627917,0.452,0.067,"3","Hoxc13"
"Pik3r3",1.91364141125031e-168,0.364288521539375,0.514,0.125,"3","Pik3r3"
"Grhl12",1.90170145474758e-167,0.459843865315097,0.744,0.305,"3","Grhl1"
"Serpina9",4.67162465820082e-167,0.553437090241332,0.419,0.065,"3","Serpina9"
"Tpd521",6.45948401922944e-167,0.443272908397999,0.906,0.703,"3","Tpd52"
"Gsta4",2.17697996057376e-166,0.686029618032349,0.997,0.943,"3","Gsta4"
"Atp6v1e12",6.64203113044805e-166,0.46608980352375,0.962,0.813,"3","Atp6v1e1"
"Parl",6.77269834127501e-166,0.43373743904519,0.903,0.634,"3","Parl"
"Sdr9c7",2.87313293463873e-163,0.323386883864226,0.473,0.096,"3","Sdr9c7"
"Myo5b",4.06220151331678e-162,0.323981460201265,0.495,0.116,"3","Myo5b"
"Pdcd43",6.21711404914113e-162,0.662333112713027,0.91,0.588,"3","Pdcd4"
"Chchd7",2.02677743711352e-161,0.394224460158899,0.722,0.402,"3","Chchd7"
"Bnipl2",3.23434138338831e-158,0.438307121953348,0.841,0.555,"3","Bnipl"
"Ephb6",1.88556097465564e-156,0.380075263517519,0.582,0.197,"3","Ephb6"
"Rab2a",1.96877355878197e-155,0.415052690278662,0.968,0.914,"3","Rab2a"
"Ovol13",1.58869094332417e-154,0.818634265080826,0.931,0.736,"3","Ovol1"
"Fam43a",2.96172467657487e-154,0.522966634840662,0.628,0.32,"3","Fam43a"
"Ebp",4.96257452776799e-154,0.459365397253902,0.937,0.772,"3","Ebp"
"Trnp1",6.765334327532e-153,0.385928682979152,0.673,0.27,"3","Trnp1"
"Celsr2",9.21378613863146e-153,0.428436571288405,0.841,0.548,"3","Celsr2"
"Mtap2",2.72382018410889e-152,0.321319639379904,0.48,0.109,"3","Mtap2"
"Dmpk",2.6348275561334e-151,0.409586005786467,0.64,0.182,"3","Dmpk"
"Clu2",2.91374789050011e-151,0.515365390206657,0.681,0.238,"3","Clu"
"2810405K02Rik3",1.95342361857596e-150,0.610304271341586,0.827,0.465,"3","2810405K02Rik"
"Hes11",2.36952885788937e-150,0.774079730806732,0.85,0.681,"3","Hes1"
"Chmp2a",6.28743839160946e-150,0.426865586275873,0.987,0.936,"3","Chmp2a"
"Entpd3",6.60393148279604e-149,0.362478744658147,0.557,0.145,"3","Entpd3"
"Rab27b",6.90644826711829e-148,0.467158223578728,0.765,0.387,"3","Rab27b"
"Cd164",7.58005033917097e-148,0.40527584490191,0.817,0.661,"3","Cd164"
"Cldn1",6.82071560014399e-147,0.503554529971771,0.596,0.191,"3","Cldn1"
"Hspb81",1.69269572684443e-146,0.56057597728363,0.972,0.918,"3","Hspb8"
"Tspan7",9.1298074976609e-146,0.399264168833652,0.722,0.317,"3","Tspan7"
"Iffo2",5.9410654472536e-144,0.56474442988469,0.839,0.631,"3","Iffo2"
"F11r",1.53403078626068e-143,0.436276955129421,0.934,0.808,"3","F11r"
"Tmbim1",1.2184483853844e-142,0.412997428809876,0.891,0.617,"3","Tmbim1"
"Dkkl1",2.91546393041726e-142,0.386039083459988,0.358,0.054,"3","Dkkl1"
"Slain2",4.03605452705309e-142,0.379886934492053,0.773,0.489,"3","Slain2"
"Gjb6",5.22343545898393e-142,0.3763455029602,0.435,0.106,"3","Gjb6"
"Bicd2",6.28741209310225e-142,0.407765247358119,0.767,0.406,"3","Bicd2"
"Crot",6.60155380772342e-142,0.419640715387213,0.729,0.315,"3","Crot"
"Ndrg22",1.06116631072596e-141,0.425774346968313,0.738,0.33,"3","Ndrg2"
"Serpinb11",1.10921310674688e-140,0.644827293615566,0.458,0.089,"3","Serpinb11"
"Psapl13",1.37392828183028e-140,0.597014275032814,0.769,0.31,"3","Psapl1"
"Nipal2",3.03857326092683e-138,0.374469306734379,0.744,0.388,"3","Nipal2"
"Chmp4c",1.33462863730812e-137,0.328875068121226,0.58,0.215,"3","Chmp4c"
"Plcd12",3.6457108350113e-137,0.412693573603451,0.805,0.492,"3","Plcd1"
"Serpinb23",3.84797959776206e-137,1.0062451952884,0.752,0.364,"3","Serpinb2"
"Ssfa2",1.57695562643896e-136,0.346779162644767,0.535,0.183,"3","Ssfa2"
"Lce3c",1.95422060621245e-135,1.23669232796772,0.295,0.057,"3","Lce3c"
"Mal22",5.04903334850635e-135,0.545485426331996,0.65,0.238,"3","Mal2"
"Glrx3",1.1198711674363e-134,0.718482120340236,0.693,0.364,"3","Glrx"
"Hbegf3",2.91300738271217e-134,0.78669327771191,0.901,0.688,"3","Hbegf"
"Bag23",3.37331026762178e-134,0.433239471892368,0.75,0.366,"3","Bag2"
"Rbp73",1.21770553306741e-133,0.608783366582962,0.688,0.272,"3","Rbp7"
"Gjb22",2.24514971156978e-131,0.879101392627109,0.642,0.241,"3","Gjb2"
"Rbp23",1.80007171554276e-130,0.745775363172774,0.702,0.271,"3","Rbp2"
"Scamp2",1.9142544612437e-128,0.365316863443812,0.726,0.427,"3","Scamp2"
"Acad9",3.31116929301852e-128,0.385402496430362,0.769,0.444,"3","Acad9"
"Ephx31",3.61551797916933e-128,0.383638107528431,0.623,0.209,"3","Ephx3"
"Ctsd2",7.39694476716938e-128,0.44425944330154,0.993,0.931,"3","Ctsd"
"Atp6v0d12",1.20653056882132e-127,0.403933403612138,0.883,0.638,"3","Atp6v0d1"
"Psmd7",1.16466423663706e-126,0.403573490122626,0.964,0.873,"3","Psmd7"
"Cgref1",2.35685851609275e-125,0.267794591750643,0.465,0.119,"3","Cgref1"
"Klk12",4.93694853321784e-124,0.475416558754426,0.378,0.079,"3","Klk12"
"Tmprss11d1",5.58276737918619e-124,0.550662977280927,0.48,0.15,"3","Tmprss11d"
"Maf",1.45326217705748e-123,0.403798954844767,0.66,0.266,"3","Maf"
"Hprt1",1.63627001060319e-123,0.399407790395782,0.984,0.914,"3","Hprt"
"Rnd3",4.66057972356989e-123,0.50510769713571,0.833,0.669,"3","Rnd3"
"Gcat2",8.54611977554806e-123,0.486708382971542,0.942,0.704,"3","Gcat"
"Pld3",1.05800131397511e-122,0.359308681996648,0.694,0.374,"3","Pld3"
"Evpl3",1.12863110841855e-122,0.455758489031418,0.822,0.411,"3","Evpl"
"Lass4",1.34217561267656e-122,0.306218304262426,0.487,0.142,"3","Lass4"
"Ngf",5.15593248239858e-122,0.46449103806295,0.386,0.097,"3","Ngf"
"Tprgl",5.17551829411769e-122,0.379999316798553,0.935,0.811,"3","Tprgl"
"Atp6v1b2",6.28271840474055e-122,0.367568809451301,0.63,0.333,"3","Atp6v1b2"
"Mllt41",8.93602170421502e-122,0.409906708613276,0.73,0.357,"3","Mllt4"
"1110008P14Rik2",2.64833973931304e-121,0.431545991447793,0.862,0.539,"3","1110008P14Rik"
"Tubb2b1",6.34778492898637e-121,0.469461186670782,0.602,0.244,"3","Tubb2b"
"Ehf1",6.87758948595658e-121,0.467335640467843,0.739,0.482,"3","Ehf"
"Ablim12",2.78921426078505e-120,0.427979597520419,0.822,0.482,"3","Ablim1"
"Cmtm6",5.0834275303383e-120,0.326144373048015,0.628,0.347,"3","Cmtm6"
"Tspan5",8.13322750870994e-120,0.321113148227806,0.625,0.272,"3","Tspan5"
"Rgs2",2.72325413747245e-119,0.524077462410185,0.477,0.161,"3","Rgs2"
"Ak3",3.29995515806469e-119,0.353892756601399,0.788,0.608,"3","Ak3"
"Eif1ax",2.0578501153258e-118,0.378412535548001,0.955,0.883,"3","Eif1ax"
"Ier5",2.14313755730509e-118,0.496378721163475,0.78,0.599,"3","Ier5"
"Cd81",6.06967515941406e-118,0.411916310284218,0.949,0.843,"3","Cd81"
"Bpifc",1.61250427051692e-117,0.316353599903402,0.468,0.115,"3","Bpifc"
"Spint12",7.76568648882477e-117,0.42448200052815,0.764,0.365,"3","Spint1"
"Leprotl1",1.15029447310985e-116,0.334716549446379,0.721,0.441,"3","Leprotl1"
"1500032L24Rik1",3.04711494685408e-116,0.36092552368266,0.993,0.935,"3","1500032L24Rik"
"Tubb33",2.16338334693606e-115,0.355170448625177,0.676,0.265,"3","Tubb3"
"Sprr2g",9.69082725215526e-115,0.424808599860412,0.26,0.021,"3","Sprr2g"
"Ace2",3.3138010366444e-114,0.332467315092374,0.515,0.142,"3","Ace2"
"Klk11",4.46597401871993e-114,0.386210093895672,0.866,0.67,"3","Klk11"
"Cited4",1.39598387707356e-113,0.331481697673028,0.532,0.177,"3","Cited4"
"Syne2",3.38027401792243e-113,0.384596182923608,0.688,0.341,"3","Syne2"
"Gsn3",7.36252873021548e-113,0.432790235034007,0.947,0.709,"3","Gsn"
"Kctd112",9.62745543998158e-113,0.548654779039372,0.665,0.285,"3","Kctd11"
"Phldb3",1.4413074840099e-112,0.328029683386529,0.668,0.346,"3","Phldb3"
"Me12",1.00351720559944e-111,0.38544910220672,0.621,0.22,"3","Me1"
"Fech",1.50504401617771e-111,0.310859564895142,0.706,0.413,"3","Fech"
"Dnaja2",4.48557120689467e-110,0.344033970206651,0.949,0.854,"3","Dnaja2"
"Cltb1",1.83462807748355e-109,0.387640522456576,0.97,0.873,"3","Cltb"
"Gipc11",3.67124653212281e-109,0.368017544228868,0.939,0.759,"3","Gipc1"
"Atp6ap1",8.7950446475641e-109,0.356577098587192,0.823,0.57,"3","Atp6ap1"
"Akap13",1.82985804026365e-108,0.320720212588428,0.584,0.268,"3","Akap13"
"Crct13",6.32980299812083e-108,1.21094371125324,0.602,0.318,"3","Crct1"
"Lass3",6.3851670699084e-108,0.331248936041438,0.619,0.262,"3","Lass3"
"Kif1c1",2.69728097507244e-107,0.386207389514075,0.726,0.395,"3","Kif1c"
"Gabarapl2",4.30273807850043e-106,0.334316402856618,0.939,0.847,"3","Gabarapl2"
"Btg1",4.38442228944137e-106,0.46414800745119,0.993,0.942,"3","Btg1"
"Plac92",8.94698386156862e-106,0.515376174824843,0.852,0.575,"3","Plac9"
"Atp6v1d1",2.30213654088911e-105,0.361152329732004,0.838,0.618,"3","Atp6v1d"
"Paqr52",4.00915191973403e-104,0.407254380343219,0.848,0.526,"3","Paqr5"
"Arpc1a1",2.54063064878784e-103,0.355200976959745,0.913,0.716,"3","Arpc1a"
"Kank1",3.90739477359399e-103,0.341819760612028,0.717,0.478,"3","Kank1"
"Atp6ap2",4.91404048053472e-103,0.344526123275403,0.788,0.557,"3","Atp6ap2"
"Emp22",2.29172395969138e-102,0.435581698310904,0.972,0.871,"3","Emp2"
"Ankrd22",1.12649558551331e-100,0.356012847177866,0.628,0.292,"3","Ankrd22"
"Slc9a3r12",2.0624953963423e-100,0.379807583873135,0.884,0.659,"3","Slc9a3r1"
"Serpinb8",2.07516856909386e-100,0.322112944326777,0.622,0.249,"3","Serpinb8"
"Cmpk1",8.33545212768164e-100,0.323642230939348,0.9,0.708,"3","Cmpk1"
"Nipal1",2.65961278307471e-99,0.438002971048159,0.711,0.421,"3","Nipal1"
"Tmem41a",4.45620602702349e-99,0.269848781612766,0.557,0.253,"3","Tmem41a"
"Fam89a",5.50742912566011e-99,0.292097499844374,0.522,0.169,"3","Fam89a"
"Trex2",8.31937117548425e-99,0.38127446683121,0.465,0.148,"3","Trex2"
"Dusp16",2.99721188296635e-98,0.263354956925526,0.514,0.192,"3","Dusp16"
"Alox12b1",5.64938206280563e-98,0.617034679379082,0.495,0.172,"3","Alox12b"
"Pcsk6",6.12398647941398e-98,0.269115787573932,0.441,0.138,"3","Pcsk6"
"Lphn2",5.64774764975704e-96,0.254056656839343,0.456,0.144,"3","Lphn2"
"Uchl3",1.00809864080205e-95,0.337911500855196,0.928,0.768,"3","Uchl3"
"Dynlt3",7.72922174740649e-95,0.345535991601781,0.963,0.87,"3","Dynlt3"
"Arl5b",9.00441642520406e-94,0.327162391140611,0.578,0.352,"3","Arl5b"
"Gpr87",4.51287006628492e-93,0.34046436852555,0.754,0.456,"3","Gpr87"
"Sc4mol2",2.73054843625315e-92,0.428974115622033,0.709,0.377,"3","Sc4mol"
"Ddah2",1.00288698404265e-91,0.304382756865862,0.515,0.199,"3","Ddah2"
"Stap2",1.51135869201207e-91,0.301752960450661,0.74,0.464,"3","Stap2"
"4933407C03Rik",2.00618975068725e-91,0.338703582552401,0.767,0.497,"3","4933407C03Rik"
"Rcan1",3.11430519077948e-91,0.366903926081444,0.693,0.445,"3","Rcan1"
"Atp6v1a",4.72420642282055e-91,0.314607117807165,0.781,0.518,"3","Atp6v1a"
"Dhrs1",7.53369157273246e-91,0.35630189416581,0.891,0.683,"3","Dhrs1"
"Tmem9b",1.19734919656417e-90,0.293702392427303,0.677,0.402,"3","Tmem9b"
"Dsc1",4.15209551590844e-90,0.433143034586481,0.389,0.114,"3","Dsc1"
"Pbx1",4.90883092847551e-90,0.33176983974162,0.681,0.401,"3","Pbx1"
"Polb",7.62420559322542e-90,0.313735399836485,0.841,0.596,"3","Polb"
"Mocos",9.20897644876696e-90,0.259136199274917,0.505,0.195,"3","Mocos"
"Ift20",4.10273149282015e-89,0.330573215949962,0.9,0.709,"3","Ift20"
"AA986860",7.50099034907358e-89,0.303530846614711,0.589,0.307,"3","AA986860"
"Rnf19b",7.5801304453852e-88,0.285014662005439,0.589,0.303,"3","Rnf19b"
"Adamts1",1.66224199393244e-87,0.544676225820808,0.627,0.514,"3","Adamts1"
"Cyp2j6",2.46511984771713e-87,0.28305099725736,0.505,0.201,"3","Cyp2j6"
"Slc6a8",5.16375522731195e-87,0.299609823502757,0.748,0.462,"3","Slc6a8"
"Dbnl1",6.01735821013849e-87,0.33629282135791,0.872,0.661,"3","Dbnl"
"Sertad1",1.08535590786e-86,0.397344729623833,0.877,0.749,"3","Sertad1"
"Sox9",3.07132871586736e-86,0.458160555637675,0.532,0.278,"3","Sox9"
"Ndrg12",3.0873068084939e-86,0.479583540247726,0.908,0.751,"3","Ndrg1"
"Hspa1a",1.47914347102178e-85,0.577191781367947,0.964,0.864,"3","Hspa1a"
"Tmem50a",6.34252354696205e-85,0.317361453095776,0.933,0.821,"3","Tmem50a"
"Gm12824",1.55744983766126e-84,0.267935742068213,0.435,0.128,"3","Gm12824"
"Ppp1cb",1.80855597359342e-84,0.313080072213178,0.971,0.873,"3","Ppp1cb"
"Peli1",1.00898881295095e-83,0.324887386741164,0.665,0.386,"3","Peli1"
"Rhob",3.84692601789566e-82,0.421720127103771,0.903,0.774,"3","Rhob"
"Scnn1a",7.13087534524207e-82,0.27606956358106,0.561,0.238,"3","Scnn1a"
"Mpzl21",8.07077689429999e-82,0.316157134419793,0.8,0.497,"3","Mpzl2"
"Stam2",1.34622880635694e-81,0.256160159950279,0.572,0.307,"3","Stam2"
"Tmem791",4.37284140456017e-81,0.306310001284151,0.763,0.472,"3","Tmem79"
"Elovl7",4.53313764035455e-81,0.260359298052005,0.535,0.268,"3","Elovl7"
"Errfi1",6.05013920711961e-81,0.380717561139128,0.727,0.461,"3","Errfi1"
"Tmem85",2.63119248798836e-80,0.297336200474574,0.903,0.718,"3","Tmem85"
"Zfand6",9.66872001329545e-80,0.286711864982785,0.81,0.612,"3","Zfand6"
"Kdm5b1",1.32454743069741e-79,0.301652148545571,0.721,0.426,"3","Kdm5b"
"Cmtm8",1.94196219205352e-79,0.26316180875385,0.285,0.073,"3","Cmtm8"
"Rab14",4.24767520107443e-79,0.305789966578204,0.931,0.808,"3","Rab14"
"Mid1ip1",4.50276158998383e-79,0.31728288068149,0.726,0.463,"3","Mid1ip1"
"Sdf2",5.57714972548137e-79,0.289967193743966,0.847,0.668,"3","Sdf2"
"Pon2",5.66394543437864e-79,0.30396830917764,0.809,0.605,"3","Pon2"
"Rgnef",2.31791359764176e-78,0.275822447350435,0.582,0.262,"3","Rgnef"
"Dohh",2.6124765693322e-78,0.274181891771294,0.804,0.598,"3","Dohh"
"Fam188a",5.51042936276495e-78,0.28447703921869,0.7,0.405,"3","Fam188a"
"Nrarp1",9.2026198389893e-78,0.342526052930497,0.8,0.533,"3","Nrarp"
"Sytl13",1.57600708428272e-77,0.352949723129748,0.881,0.687,"3","Sytl1"
"Scrib",1.69552221724135e-77,0.273144482026542,0.59,0.312,"3","Scrib"
"Ppl3",5.053186122616e-77,0.319111661022633,0.639,0.292,"3","Ppl"
"Ankrd9",7.39149437594328e-77,0.276643937563491,0.606,0.366,"3","Ankrd9"
"1110002B05Rik",9.36708883829817e-77,0.295737434937563,0.884,0.815,"3","1110002B05Rik"
"Tuft1",1.33821057859382e-76,0.277469213324652,0.596,0.336,"3","Tuft1"
"Vat13",2.27962185765299e-76,0.305540585155614,0.734,0.395,"3","Vat1"
"Ttc39c",4.12135156190121e-76,0.261194461162977,0.622,0.328,"3","Ttc39c"
"AI413582",8.36108738780611e-76,0.27001641617475,0.59,0.304,"3","AI413582"
"Sypl",9.30257775717367e-76,0.291850104739835,0.892,0.744,"3","Sypl"
"Pim3",9.64925707893995e-76,0.39826848431371,0.967,0.862,"3","Pim3"
"Sgk1",1.02231259927317e-75,0.469528699120297,0.968,0.891,"3","Sgk1"
"Dsc3",2.58636895988744e-75,0.364931117184805,0.883,0.815,"3","Dsc3"
"Sept8",3.59220314901378e-75,0.255840424993564,0.556,0.246,"3","Sept8"
"Arl8b",9.48141810634133e-75,0.280208424418631,0.796,0.558,"3","Arl8b"
"Fam129b3",3.58222052795475e-74,0.319202384324901,0.858,0.587,"3","Fam129b"
"Rala1",4.86849145834624e-74,0.304404374064057,0.913,0.766,"3","Rala"
"Insig1",7.33401015995955e-74,0.33717105141107,0.527,0.283,"3","Insig1"
"Ahnak2",1.01712904308062e-73,0.348132615895229,0.978,0.925,"3","Ahnak"
"Arpc5l",1.54274518797583e-73,0.289485709810349,0.9,0.731,"3","Arpc5l"
"Yif1a",3.15808600362842e-73,0.273339021293486,0.827,0.593,"3","Yif1a"
"Crb3",3.42922046006273e-73,0.297833684710014,0.711,0.411,"3","Crb3"
"Dhcr7",4.41688695330903e-73,0.264808067043675,0.598,0.314,"3","Dhcr7"
"Ppfibp1",5.46564429776128e-73,0.267364854451788,0.671,0.384,"3","Ppfibp1"
"Rab1",2.23255403868589e-72,0.278696528875949,0.949,0.882,"3","Rab1"
"Cebpb2",1.61353169680909e-71,0.399902957728514,0.866,0.598,"3","Cebpb"
"Gas6",1.59635157940007e-70,0.304514761589186,0.893,0.823,"3","Gas6"
"Gdpd1",1.74050372356003e-70,0.304582439214084,0.676,0.37,"3","Gdpd1"
"Casz1",2.18125829669526e-69,0.299785179502107,0.767,0.515,"3","Casz1"
"Fam117b",1.06951653072491e-68,0.265172337156308,0.621,0.305,"3","Fam117b"
"Chmp1a",1.09908845685841e-68,0.281027668985443,0.909,0.79,"3","Chmp1a"
"Selenbp13",3.31369537968698e-68,0.512617197126801,0.808,0.569,"3","Selenbp1"
"Dpp3",4.28371256576345e-68,0.278153628697925,0.738,0.496,"3","Dpp3"
"Krt353",4.28875424949909e-68,1.05172408948559,0.453,0.228,"3","Krt35"
"Ugcg",1.11628941086061e-67,0.274427260888137,0.439,0.168,"3","Ugcg"
"Itpr3",1.11818462922128e-67,0.263799846084205,0.66,0.366,"3","Itpr3"
"Pls3",1.67008380661435e-67,0.303442955653157,0.854,0.661,"3","Pls3"
"Cnn3",5.28855906787819e-67,0.282440006963202,0.462,0.187,"3","Cnn3"
"Ndfip2",1.89441323577449e-66,0.258484073194764,0.765,0.563,"3","Ndfip2"
"Adam15",3.40519792343337e-66,0.258889174874482,0.673,0.397,"3","Adam15"
"Id1",3.98075452368153e-66,0.570415198167755,0.955,0.818,"3","Id1"
"Camk1d",9.45868417820472e-66,0.257163618943204,0.626,0.337,"3","Camk1d"
"Sqle1",2.4645389776434e-65,0.292976495972893,0.573,0.285,"3","Sqle"
"Grhl32",3.87949667773481e-65,0.260753880643336,0.676,0.35,"3","Grhl3"
"Cbr3",1.29515654617714e-64,0.314951221674971,0.939,0.805,"3","Cbr3"
"Cebpa",1.55186544014513e-64,0.315014770248894,0.827,0.609,"3","Cebpa"
"Foxp11",1.73519917985368e-64,0.306761893277127,0.793,0.551,"3","Foxp1"
"Tob1",1.85713430411423e-64,0.347461872694711,0.91,0.807,"3","Tob1"
"Sh3glb1",5.28483284853241e-64,0.257101528874683,0.946,0.864,"3","Sh3glb1"
"Bag1",6.47936189257018e-64,0.267400697202353,0.97,0.917,"3","Bag1"
"Tbcb",8.48476972080833e-64,0.262100484305359,0.925,0.807,"3","Tbcb"
"Psenen",1.45297163318177e-63,0.257539360629284,0.941,0.86,"3","Psenen"
"Tsg101",1.65393003456342e-63,0.26271299924589,0.876,0.736,"3","Tsg101"
"2310002L13Rik3",1.58446313168778e-62,0.622130166070352,0.711,0.465,"3","2310002L13Rik"
"Rab242",1.68956494558058e-62,0.290311627299652,0.868,0.692,"3","Rab24"
"Il17rc3",1.74830738996861e-62,0.282725665023716,0.823,0.556,"3","Il17rc"
"Gng122",2.2921832922072e-62,0.286027159276722,0.875,0.668,"3","Gng12"
"Vps251",6.23260201528214e-62,0.27044342134468,0.891,0.72,"3","Vps25"
"Trim16",6.87115888907425e-62,0.295406200460301,0.688,0.457,"3","Trim16"
"Chmp5",5.74591702150024e-61,0.260844603417797,0.905,0.763,"3","Chmp5"
"Fdps3",6.97652483954677e-60,0.38396236778608,0.829,0.551,"3","Fdps"
"B230312A22Rik",1.58423516129141e-58,0.262272220257954,0.561,0.31,"3","B230312A22Rik"
"Rcn1",4.38403456601091e-58,0.253165296896116,0.538,0.293,"3","Rcn1"
"Arc",4.70134005168294e-58,0.384730634989214,0.597,0.37,"3","Arc"
"Zfp362",4.72499107737671e-58,0.466266187775976,0.967,0.882,"3","Zfp36"
"Baiap22",1.32321938729337e-57,0.29694859981459,0.93,0.783,"3","Baiap2"
"Nudt4",2.71407519133906e-57,0.317352411227184,0.804,0.649,"3","Nudt4"
"Dgat22",6.43036083102782e-57,0.271332369527059,0.677,0.395,"3","Dgat2"
"Bambi3",2.63020755289392e-56,0.347171693719115,0.694,0.392,"3","Bambi"
"Mfsd6",1.14630333522493e-55,0.255899471215573,0.656,0.42,"3","Mfsd6"
"Capns23",4.49263111773893e-55,0.371433372818071,0.859,0.649,"3","Capns2"
"Plxna21",7.13201440716986e-55,0.286729591930265,0.697,0.402,"3","Plxna2"
"Slc25a25",9.96581640673898e-55,0.303952880995983,0.767,0.648,"3","Slc25a25"
"Tmem1341",7.32007044241824e-54,0.250955865673082,0.978,0.905,"3","Tmem134"
"Csda1",8.67797526031187e-52,0.284854957982667,0.909,0.805,"3","Csda"
